chain,x_mm,r_mm,diameter_mm,segment,source,station
skin_id,1867.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1868.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1869.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1870.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1871.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1872.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1873.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1874.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1875.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1876.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1877.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1878.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1879.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1880.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1881.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1882.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1883.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1884.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1885.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1886.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1887.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1888.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1889.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1890.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1891.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1892.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1893.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1894.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1895.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1896.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1897.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1898.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1899.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1900.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1901.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1902.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1903.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1904.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1905.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1906.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1907.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1908.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1909.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1910.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1911.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1912.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1913.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1914.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1915.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1916.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1917.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1918.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1919.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1920.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1921.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1922.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1923.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1924.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1925.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1926.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1927.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1928.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1929.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1930.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1931.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1932.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1933.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1934.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1935.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1936.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1937.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1938.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1939.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1940.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1941.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1942.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1943.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1944.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1945.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1946.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1947.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1948.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1949.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1950.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1951.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1952.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1953.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1954.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1955.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1956.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1957.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1958.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1959.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1960.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1961.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1962.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1963.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1964.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1965.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1966.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1967.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1968.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1969.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1970.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1971.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1972.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1973.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1974.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1975.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1976.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1977.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1978.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1979.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1980.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1981.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1982.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1983.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1984.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1985.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1986.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1987.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1988.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1989.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1990.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1991.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1992.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1993.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1994.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1995.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1996.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1997.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1998.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,1999.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2000.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2001.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2002.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2003.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2004.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2005.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2006.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2007.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2008.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2009.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2010.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2011.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2012.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2013.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2014.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2015.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2016.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2017.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2018.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2019.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2020.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2021.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2022.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2023.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2024.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2025.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2026.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2027.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2028.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2029.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2030.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2031.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2032.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2033.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2034.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2035.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2036.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2037.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2038.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2039.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2040.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2041.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2042.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2043.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2044.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2045.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2046.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2047.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2048.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2049.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2050.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2051.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2052.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2053.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2054.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2055.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2056.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2057.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2058.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2059.0000,105.50000,211.00000,skin ID barrel,DERIVED,
skin_id,2059.6073,105.50000,211.00000,skin ID barrel,DERIVED,tailpipe_end
skin_id,2060.0000,105.44482,210.88963,skin ID boattail,DERIVED,
skin_id,2061.0000,105.30428,210.60855,skin ID boattail,DERIVED,
skin_id,2062.0000,105.16373,210.32747,skin ID boattail,DERIVED,
skin_id,2063.0000,105.02319,210.04639,skin ID boattail,DERIVED,
skin_id,2064.0000,104.88265,209.76531,skin ID boattail,DERIVED,
skin_id,2065.0000,104.74211,209.48422,skin ID boattail,DERIVED,
skin_id,2066.0000,104.60157,209.20314,skin ID boattail,DERIVED,
skin_id,2067.0000,104.46103,208.92206,skin ID boattail,DERIVED,
skin_id,2068.0000,104.32049,208.64098,skin ID boattail,DERIVED,
skin_id,2069.0000,104.17995,208.35990,skin ID boattail,DERIVED,
skin_id,2070.0000,104.03941,208.07882,skin ID boattail,DERIVED,
skin_id,2071.0000,103.89887,207.79773,skin ID boattail,DERIVED,
skin_id,2072.0000,103.75833,207.51665,skin ID boattail,DERIVED,
skin_id,2073.0000,103.61779,207.23557,skin ID boattail,DERIVED,
skin_id,2074.0000,103.47724,206.95449,skin ID boattail,DERIVED,
skin_id,2075.0000,103.33670,206.67341,skin ID boattail,DERIVED,
skin_id,2076.0000,103.19616,206.39233,skin ID boattail,DERIVED,
skin_id,2077.0000,103.05562,206.11124,skin ID boattail,DERIVED,
skin_id,2078.0000,102.91508,205.83016,skin ID boattail,DERIVED,
skin_id,2079.0000,102.77454,205.54908,skin ID boattail,DERIVED,
skin_id,2080.0000,102.63400,205.26800,skin ID boattail,DERIVED,
skin_id,2081.0000,102.49346,204.98692,skin ID boattail,DERIVED,
skin_id,2082.0000,102.35292,204.70584,skin ID boattail,DERIVED,
skin_id,2083.0000,102.21238,204.42475,skin ID boattail,DERIVED,
skin_id,2084.0000,102.07184,204.14367,skin ID boattail,DERIVED,
skin_id,2085.0000,101.93129,203.86259,skin ID boattail,DERIVED,
skin_id,2086.0000,101.79075,203.58151,skin ID boattail,DERIVED,
skin_id,2087.0000,101.65021,203.30043,skin ID boattail,DERIVED,
skin_id,2088.0000,101.50967,203.01934,skin ID boattail,DERIVED,
skin_id,2089.0000,101.36913,202.73826,skin ID boattail,DERIVED,
skin_id,2090.0000,101.22859,202.45718,skin ID boattail,DERIVED,
skin_id,2091.0000,101.08805,202.17610,skin ID boattail,DERIVED,
skin_id,2092.0000,100.94751,201.89502,skin ID boattail,DERIVED,
skin_id,2093.0000,100.80697,201.61394,skin ID boattail,DERIVED,
skin_id,2094.0000,100.66643,201.33285,skin ID boattail,DERIVED,
skin_id,2095.0000,100.52589,201.05177,skin ID boattail,DERIVED,
skin_id,2096.0000,100.38535,200.77069,skin ID boattail,DERIVED,
skin_id,2097.0000,100.24480,200.48961,skin ID boattail,DERIVED,
skin_id,2098.0000,100.10426,200.20853,skin ID boattail,DERIVED,
skin_id,2099.0000,99.96372,199.92745,skin ID boattail,DERIVED,
skin_id,2100.0000,99.82318,199.64636,skin ID boattail,DERIVED,
skin_id,2101.0000,99.68264,199.36528,skin ID boattail,DERIVED,
skin_id,2102.0000,99.54210,199.08420,skin ID boattail,DERIVED,
skin_id,2103.0000,99.40156,198.80312,skin ID boattail,DERIVED,
skin_id,2104.0000,99.26102,198.52204,skin ID boattail,DERIVED,
skin_id,2105.0000,99.12048,198.24096,skin ID boattail,DERIVED,
skin_id,2106.0000,98.97994,197.95987,skin ID boattail,DERIVED,
skin_id,2107.0000,98.83940,197.67879,skin ID boattail,DERIVED,
skin_id,2108.0000,98.69886,197.39771,skin ID boattail,DERIVED,
skin_id,2109.0000,98.55831,197.11663,skin ID boattail,DERIVED,
skin_id,2110.0000,98.41777,196.83555,skin ID boattail,DERIVED,
skin_id,2111.0000,98.27723,196.55447,skin ID boattail,DERIVED,
skin_id,2112.0000,98.13669,196.27338,skin ID boattail,DERIVED,
skin_id,2113.0000,97.99615,195.99230,skin ID boattail,DERIVED,
skin_id,2114.0000,97.85561,195.71122,skin ID boattail,DERIVED,
skin_id,2115.0000,97.71507,195.43014,skin ID boattail,DERIVED,
skin_id,2116.0000,97.57453,195.14906,skin ID boattail,DERIVED,
skin_id,2117.0000,97.43399,194.86798,skin ID boattail,DERIVED,
skin_id,2118.0000,97.29345,194.58689,skin ID boattail,DERIVED,
skin_id,2119.0000,97.15291,194.30581,skin ID boattail,DERIVED,
skin_id,2120.0000,97.01237,194.02473,skin ID boattail,DERIVED,
skin_id,2121.0000,96.87182,193.74365,skin ID boattail,DERIVED,
skin_id,2122.0000,96.73128,193.46257,skin ID boattail,DERIVED,
skin_id,2123.0000,96.59074,193.18149,skin ID boattail,DERIVED,
skin_id,2124.0000,96.45020,192.90040,skin ID boattail,DERIVED,
skin_id,2125.0000,96.30966,192.61932,skin ID boattail,DERIVED,
skin_id,2126.0000,96.16912,192.33824,skin ID boattail,DERIVED,
skin_id,2127.0000,96.02858,192.05716,skin ID boattail,DERIVED,
skin_id,2128.0000,95.88804,191.77608,skin ID boattail,DERIVED,
skin_id,2129.0000,95.74750,191.49500,skin ID boattail,DERIVED,
skin_id,2130.0000,95.60696,191.21391,skin ID boattail,DERIVED,
skin_id,2131.0000,95.46642,190.93283,skin ID boattail,DERIVED,
skin_id,2132.0000,95.32588,190.65175,skin ID boattail,DERIVED,
skin_id,2133.0000,95.18533,190.37067,skin ID boattail,DERIVED,
skin_id,2134.0000,95.04479,190.08959,skin ID boattail,DERIVED,
skin_id,2135.0000,94.90425,189.80851,skin ID boattail,DERIVED,
skin_id,2136.0000,94.76371,189.52742,skin ID boattail,DERIVED,
skin_id,2137.0000,94.62317,189.24634,skin ID boattail,DERIVED,
skin_id,2138.0000,94.48263,188.96526,skin ID boattail,DERIVED,
skin_id,2139.0000,94.34209,188.68418,skin ID boattail,DERIVED,
skin_id,2140.0000,94.20155,188.40310,skin ID boattail,DERIVED,
skin_id,2141.0000,94.06101,188.12202,skin ID boattail,DERIVED,
skin_id,2142.0000,93.92047,187.84093,skin ID boattail,DERIVED,
skin_id,2143.0000,93.77993,187.55985,skin ID boattail,DERIVED,
skin_id,2144.0000,93.63939,187.27877,skin ID boattail,DERIVED,
skin_id,2145.0000,93.49884,186.99769,skin ID boattail,DERIVED,
skin_id,2146.0000,93.35830,186.71661,skin ID boattail,DERIVED,
skin_id,2147.0000,93.21776,186.43553,skin ID boattail,DERIVED,
skin_id,2148.0000,93.07722,186.15444,skin ID boattail,DERIVED,
skin_id,2149.0000,92.93668,185.87336,skin ID boattail,DERIVED,
skin_id,2150.0000,92.79614,185.59228,skin ID boattail,DERIVED,
skin_id,2151.0000,92.65560,185.31120,skin ID boattail,DERIVED,
skin_id,2152.0000,92.51506,185.03012,skin ID boattail,DERIVED,
skin_id,2153.0000,92.37452,184.74904,skin ID boattail,DERIVED,
skin_id,2154.0000,92.23398,184.46795,skin ID boattail,DERIVED,
skin_id,2155.0000,92.09344,184.18687,skin ID boattail,DERIVED,
skin_id,2156.0000,91.95290,183.90579,skin ID boattail,DERIVED,
skin_id,2157.0000,91.81235,183.62471,skin ID boattail,DERIVED,
skin_id,2158.0000,91.67181,183.34363,skin ID boattail,DERIVED,
skin_id,2159.0000,91.53127,183.06255,skin ID boattail,DERIVED,
skin_id,2160.0000,91.39073,182.78146,skin ID boattail,DERIVED,
skin_id,2161.0000,91.25019,182.50038,skin ID boattail,DERIVED,
skin_id,2162.0000,91.10965,182.21930,skin ID boattail,DERIVED,
skin_id,2163.0000,90.96911,181.93822,skin ID boattail,DERIVED,
skin_id,2164.0000,90.82857,181.65714,skin ID boattail,DERIVED,
skin_id,2165.0000,90.68803,181.37606,skin ID boattail,DERIVED,
skin_id,2166.0000,90.54749,181.09497,skin ID boattail,DERIVED,
skin_id,2167.0000,90.40695,180.81389,skin ID boattail,DERIVED,
skin_id,2168.0000,90.26641,180.53281,skin ID boattail,DERIVED,
skin_id,2169.0000,90.12586,180.25173,skin ID boattail,DERIVED,
skin_id,2170.0000,89.98532,179.97065,skin ID boattail,DERIVED,
skin_id,2171.0000,89.84478,179.68957,skin ID boattail,DERIVED,
skin_id,2172.0000,89.70424,179.40848,skin ID boattail,DERIVED,
skin_id,2173.0000,89.56370,179.12740,skin ID boattail,DERIVED,
skin_id,2174.0000,89.42316,178.84632,skin ID boattail,DERIVED,
skin_id,2175.0000,89.28262,178.56524,skin ID boattail,DERIVED,
skin_id,2176.0000,89.14208,178.28416,skin ID boattail,DERIVED,
skin_id,2177.0000,89.00154,178.00308,skin ID boattail,DERIVED,
skin_id,2178.0000,88.86100,177.72199,skin ID boattail,DERIVED,
skin_id,2179.0000,88.72046,177.44091,skin ID boattail,DERIVED,
skin_id,2180.0000,88.57992,177.15983,skin ID boattail,DERIVED,
skin_id,2181.0000,88.43937,176.87875,skin ID boattail,DERIVED,
skin_id,2182.0000,88.29883,176.59767,skin ID boattail,DERIVED,
skin_id,2183.0000,88.15829,176.31659,skin ID boattail,DERIVED,
skin_id,2184.0000,88.01775,176.03550,skin ID boattail,DERIVED,
skin_id,2185.0000,87.87721,175.75442,skin ID boattail,DERIVED,
skin_id,2186.0000,87.73667,175.47334,skin ID boattail,DERIVED,
skin_id,2187.0000,87.59613,175.19226,skin ID boattail,DERIVED,
skin_id,2188.0000,87.45559,174.91118,skin ID boattail,DERIVED,
skin_id,2189.0000,87.31505,174.63010,skin ID boattail,DERIVED,
skin_id,2190.0000,87.17451,174.34901,skin ID boattail,DERIVED,
skin_id,2191.0000,87.03397,174.06793,skin ID boattail,DERIVED,
skin_id,2192.0000,86.89343,173.78685,skin ID boattail,DERIVED,
skin_id,2193.0000,86.75288,173.50577,skin ID boattail,DERIVED,
skin_id,2194.0000,86.61234,173.22469,skin ID boattail,DERIVED,
skin_id,2195.0000,86.47180,172.94361,skin ID boattail,DERIVED,
skin_id,2196.0000,86.33126,172.66252,skin ID boattail,DERIVED,
skin_id,2197.0000,86.19072,172.38144,skin ID boattail,DERIVED,
skin_id,2198.0000,86.05018,172.10036,skin ID boattail,DERIVED,
skin_id,2199.0000,85.90964,171.81928,skin ID boattail,DERIVED,
skin_id,2200.0000,85.76910,171.53820,skin ID boattail,DERIVED,
skin_id,2201.0000,85.62856,171.25712,skin ID boattail,DERIVED,
skin_id,2202.0000,85.48802,170.97603,skin ID boattail,DERIVED,
skin_id,2203.0000,85.34748,170.69495,skin ID boattail,DERIVED,
skin_id,2204.0000,85.20694,170.41387,skin ID boattail,DERIVED,
skin_id,2205.0000,85.06639,170.13279,skin ID boattail,DERIVED,
skin_id,2206.0000,84.92585,169.85171,skin ID boattail,DERIVED,
skin_id,2207.0000,84.78531,169.57063,skin ID boattail,DERIVED,
skin_id,2208.0000,84.64477,169.28954,skin ID boattail,DERIVED,
skin_id,2209.0000,84.50423,169.00846,skin ID boattail,DERIVED,
skin_id,2210.0000,84.36369,168.72738,skin ID boattail,DERIVED,
skin_id,2211.0000,84.22315,168.44630,skin ID boattail,DERIVED,
skin_id,2212.0000,84.08261,168.16522,skin ID boattail,DERIVED,
skin_id,2213.0000,83.94207,167.88414,skin ID boattail,DERIVED,
skin_id,2214.0000,83.80153,167.60305,skin ID boattail,DERIVED,
skin_id,2215.0000,83.66099,167.32197,skin ID boattail,DERIVED,
skin_id,2216.0000,83.52045,167.04089,skin ID boattail,DERIVED,
skin_id,2217.0000,83.37990,166.75981,skin ID boattail,DERIVED,
skin_id,2218.0000,83.23936,166.47873,skin ID boattail,DERIVED,
skin_id,2219.0000,83.09882,166.19765,skin ID boattail,DERIVED,
skin_id,2220.0000,82.95828,165.91656,skin ID boattail,DERIVED,
skin_id,2221.0000,82.81774,165.63548,skin ID boattail,DERIVED,
skin_id,2222.0000,82.67720,165.35440,skin ID boattail,DERIVED,
skin_id,2223.0000,82.53666,165.07332,skin ID boattail,DERIVED,
skin_id,2224.0000,82.39612,164.79224,skin ID boattail,DERIVED,
skin_id,2225.0000,82.25558,164.51116,skin ID boattail,DERIVED,
skin_id,2226.0000,82.11504,164.23007,skin ID boattail,DERIVED,
skin_id,2227.0000,81.97450,163.94899,skin ID boattail,DERIVED,
skin_id,2228.0000,81.83396,163.66791,skin ID boattail,DERIVED,
skin_id,2229.0000,81.69341,163.38683,skin ID boattail,DERIVED,
skin_id,2230.0000,81.55287,163.10575,skin ID boattail,DERIVED,
skin_id,2231.0000,81.41233,162.82467,skin ID boattail,DERIVED,
skin_id,2232.0000,81.27179,162.54358,skin ID boattail,DERIVED,
skin_id,2233.0000,81.13125,162.26250,skin ID boattail,DERIVED,
skin_id,2234.0000,80.99071,161.98142,skin ID boattail,DERIVED,
skin_id,2235.0000,80.85017,161.70034,skin ID boattail,DERIVED,
skin_id,2236.0000,80.70963,161.41926,skin ID boattail,DERIVED,
skin_id,2237.0000,80.56909,161.13818,skin ID boattail,DERIVED,
skin_id,2238.0000,80.42855,160.85709,skin ID boattail,DERIVED,
skin_id,2239.0000,80.28801,160.57601,skin ID boattail,DERIVED,
skin_id,2240.0000,80.14747,160.29493,skin ID boattail,DERIVED,
skin_id,2241.0000,80.00692,160.01385,skin ID boattail,DERIVED,
skin_id,2242.0000,79.86638,159.73277,skin ID boattail,DERIVED,
skin_id,2243.0000,79.72584,159.45169,skin ID boattail,DERIVED,
skin_id,2244.0000,79.58530,159.17060,skin ID boattail,DERIVED,
skin_id,2245.0000,79.44476,158.88952,skin ID boattail,DERIVED,
skin_id,2246.0000,79.30422,158.60844,skin ID boattail,DERIVED,
skin_id,2247.0000,79.16368,158.32736,skin ID boattail,DERIVED,
skin_id,2248.0000,79.02314,158.04628,skin ID boattail,DERIVED,
skin_id,2249.0000,78.88260,157.76520,skin ID boattail,DERIVED,
skin_id,2250.0000,78.74206,157.48411,skin ID boattail,DERIVED,
skin_id,2251.0000,78.60152,157.20303,skin ID boattail,DERIVED,
skin_id,2252.0000,78.46098,156.92195,skin ID boattail,DERIVED,
