chain,x_mm,r_mm,diameter_mm,segment,source,station
flow,1063.0000,57.81903,115.63805,tailpipe,JSON,
flow,1064.0000,57.81903,115.63805,tailpipe,JSON,
flow,1065.0000,57.81903,115.63805,tailpipe,JSON,
flow,1066.0000,57.81903,115.63805,tailpipe,JSON,
flow,1067.0000,57.81903,115.63805,tailpipe,JSON,
flow,1068.0000,57.81903,115.63805,tailpipe,JSON,
flow,1069.0000,57.81903,115.63805,tailpipe,JSON,
flow,1070.0000,57.81903,115.63805,tailpipe,JSON,
flow,1071.0000,57.81903,115.63805,tailpipe,JSON,
flow,1072.0000,57.81903,115.63805,tailpipe,JSON,
flow,1073.0000,57.81903,115.63805,tailpipe,JSON,
flow,1074.0000,57.81903,115.63805,tailpipe,JSON,
flow,1075.0000,57.81903,115.63805,tailpipe,JSON,
flow,1076.0000,57.81903,115.63805,tailpipe,JSON,
flow,1077.0000,57.81903,115.63805,tailpipe,JSON,
flow,1078.0000,57.81903,115.63805,tailpipe,JSON,
flow,1079.0000,57.81903,115.63805,tailpipe,JSON,
flow,1080.0000,57.81903,115.63805,tailpipe,JSON,
flow,1081.0000,57.81903,115.63805,tailpipe,JSON,
flow,1082.0000,57.81903,115.63805,tailpipe,JSON,
flow,1083.0000,57.81903,115.63805,tailpipe,JSON,
flow,1084.0000,57.81903,115.63805,tailpipe,JSON,
flow,1085.0000,57.81903,115.63805,tailpipe,JSON,
flow,1086.0000,57.81903,115.63805,tailpipe,JSON,
flow,1087.0000,57.81903,115.63805,tailpipe,JSON,
flow,1088.0000,57.81903,115.63805,tailpipe,JSON,
flow,1089.0000,57.81903,115.63805,tailpipe,JSON,
flow,1090.0000,57.81903,115.63805,tailpipe,JSON,
flow,1091.0000,57.81903,115.63805,tailpipe,JSON,
flow,1092.0000,57.81903,115.63805,tailpipe,JSON,
flow,1093.0000,57.81903,115.63805,tailpipe,JSON,
flow,1094.0000,57.81903,115.63805,tailpipe,JSON,
flow,1095.0000,57.81903,115.63805,tailpipe,JSON,
flow,1096.0000,57.81903,115.63805,tailpipe,JSON,
flow,1097.0000,57.81903,115.63805,tailpipe,JSON,
flow,1098.0000,57.81903,115.63805,tailpipe,JSON,
flow,1099.0000,57.81903,115.63805,tailpipe,JSON,
flow,1100.0000,57.81903,115.63805,tailpipe,JSON,
flow,1101.0000,57.81903,115.63805,tailpipe,JSON,
flow,1102.0000,57.81903,115.63805,tailpipe,JSON,
flow,1103.0000,57.81903,115.63805,tailpipe,JSON,
flow,1104.0000,57.81903,115.63805,tailpipe,JSON,
flow,1105.0000,57.81903,115.63805,tailpipe,JSON,
flow,1106.0000,57.81903,115.63805,tailpipe,JSON,
flow,1107.0000,57.81903,115.63805,tailpipe,JSON,
flow,1108.0000,57.81903,115.63805,tailpipe,JSON,
flow,1109.0000,57.81903,115.63805,tailpipe,JSON,
flow,1110.0000,57.81903,115.63805,tailpipe,JSON,
flow,1111.0000,57.81903,115.63805,tailpipe,JSON,
flow,1112.0000,57.81903,115.63805,tailpipe,JSON,
flow,1113.0000,57.81903,115.63805,tailpipe,JSON,
flow,1114.0000,57.81903,115.63805,tailpipe,JSON,
flow,1115.0000,57.81903,115.63805,tailpipe,JSON,
flow,1116.0000,57.81903,115.63805,tailpipe,JSON,
flow,1117.0000,57.81903,115.63805,tailpipe,JSON,
flow,1118.0000,57.81903,115.63805,tailpipe,JSON,
flow,1119.0000,57.81903,115.63805,tailpipe,JSON,
flow,1120.0000,57.81903,115.63805,tailpipe,JSON,
flow,1121.0000,57.81903,115.63805,tailpipe,JSON,
flow,1122.0000,57.81903,115.63805,tailpipe,JSON,
flow,1123.0000,57.81903,115.63805,tailpipe,JSON,
flow,1124.0000,57.81903,115.63805,tailpipe,JSON,
flow,1125.0000,57.81903,115.63805,tailpipe,JSON,
flow,1126.0000,57.81903,115.63805,tailpipe,JSON,
flow,1127.0000,57.81903,115.63805,tailpipe,JSON,
flow,1128.0000,57.81903,115.63805,tailpipe,JSON,
flow,1129.0000,57.81903,115.63805,tailpipe,JSON,
flow,1130.0000,57.81903,115.63805,tailpipe,JSON,
flow,1131.0000,57.81903,115.63805,tailpipe,JSON,
flow,1132.0000,57.81903,115.63805,tailpipe,JSON,
flow,1133.0000,57.81903,115.63805,tailpipe,JSON,
flow,1134.0000,57.81903,115.63805,tailpipe,JSON,
flow,1135.0000,57.81903,115.63805,tailpipe,JSON,
flow,1136.0000,57.81903,115.63805,tailpipe,JSON,
flow,1137.0000,57.81903,115.63805,tailpipe,JSON,
flow,1138.0000,57.81903,115.63805,tailpipe,JSON,
flow,1139.0000,57.81903,115.63805,tailpipe,JSON,
flow,1140.0000,57.81903,115.63805,tailpipe,JSON,
flow,1141.0000,57.81903,115.63805,tailpipe,JSON,
flow,1142.0000,57.81903,115.63805,tailpipe,JSON,
flow,1143.0000,57.81903,115.63805,tailpipe,JSON,
flow,1144.0000,57.81903,115.63805,tailpipe,JSON,
flow,1145.0000,57.81903,115.63805,tailpipe,JSON,
flow,1146.0000,57.81903,115.63805,tailpipe,JSON,
flow,1147.0000,57.81903,115.63805,tailpipe,JSON,
flow,1148.0000,57.81903,115.63805,tailpipe,JSON,
flow,1149.0000,57.81903,115.63805,tailpipe,JSON,
flow,1150.0000,57.81903,115.63805,tailpipe,JSON,
flow,1151.0000,57.81903,115.63805,tailpipe,JSON,
flow,1152.0000,57.81903,115.63805,tailpipe,JSON,
flow,1153.0000,57.81903,115.63805,tailpipe,JSON,
flow,1154.0000,57.81903,115.63805,tailpipe,JSON,
flow,1155.0000,57.81903,115.63805,tailpipe,JSON,
flow,1156.0000,57.81903,115.63805,tailpipe,JSON,
flow,1157.0000,57.81903,115.63805,tailpipe,JSON,
flow,1158.0000,57.81903,115.63805,tailpipe,JSON,
flow,1159.0000,57.81903,115.63805,tailpipe,JSON,
flow,1160.0000,57.81903,115.63805,tailpipe,JSON,
flow,1161.0000,57.81903,115.63805,tailpipe,JSON,
flow,1162.0000,57.81903,115.63805,tailpipe,JSON,
flow,1163.0000,57.81903,115.63805,tailpipe,JSON,
flow,1164.0000,57.81903,115.63805,tailpipe,JSON,
flow,1165.0000,57.81903,115.63805,tailpipe,JSON,
flow,1166.0000,57.81903,115.63805,tailpipe,JSON,
flow,1167.0000,57.81903,115.63805,tailpipe,JSON,
flow,1168.0000,57.81903,115.63805,tailpipe,JSON,
flow,1169.0000,57.81903,115.63805,tailpipe,JSON,
flow,1170.0000,57.81903,115.63805,tailpipe,JSON,
flow,1171.0000,57.81903,115.63805,tailpipe,JSON,
flow,1172.0000,57.81903,115.63805,tailpipe,JSON,
flow,1173.0000,57.81903,115.63805,tailpipe,JSON,
flow,1174.0000,57.81903,115.63805,tailpipe,JSON,
flow,1175.0000,57.81903,115.63805,tailpipe,JSON,
flow,1176.0000,57.81903,115.63805,tailpipe,JSON,
flow,1177.0000,57.81903,115.63805,tailpipe,JSON,
flow,1178.0000,57.81903,115.63805,tailpipe,JSON,
flow,1179.0000,57.81903,115.63805,tailpipe,JSON,
flow,1180.0000,57.81903,115.63805,tailpipe,JSON,
flow,1181.0000,57.81903,115.63805,tailpipe,JSON,
flow,1182.0000,57.81903,115.63805,tailpipe,JSON,
flow,1183.0000,57.81903,115.63805,tailpipe,JSON,
flow,1184.0000,57.81903,115.63805,tailpipe,JSON,
flow,1185.0000,57.81903,115.63805,tailpipe,JSON,
flow,1186.0000,57.81903,115.63805,tailpipe,JSON,
flow,1187.0000,57.81903,115.63805,tailpipe,JSON,
flow,1188.0000,57.81903,115.63805,tailpipe,JSON,
flow,1189.0000,57.81903,115.63805,tailpipe,JSON,
flow,1190.0000,57.81903,115.63805,tailpipe,JSON,
flow,1191.0000,57.81903,115.63805,tailpipe,JSON,
flow,1192.0000,57.81903,115.63805,tailpipe,JSON,
flow,1193.0000,57.81903,115.63805,tailpipe,JSON,
flow,1194.0000,57.81903,115.63805,tailpipe,JSON,
flow,1195.0000,57.81903,115.63805,tailpipe,JSON,
flow,1196.0000,57.81903,115.63805,tailpipe,JSON,
flow,1197.0000,57.81903,115.63805,tailpipe,JSON,
flow,1198.0000,57.81903,115.63805,tailpipe,JSON,
flow,1199.0000,57.81903,115.63805,tailpipe,JSON,
flow,1200.0000,57.81903,115.63805,tailpipe,JSON,
flow,1201.0000,57.81903,115.63805,tailpipe,JSON,
flow,1202.0000,57.81903,115.63805,tailpipe,JSON,
flow,1203.0000,57.81903,115.63805,tailpipe,JSON,
flow,1204.0000,57.81903,115.63805,tailpipe,JSON,
flow,1205.0000,57.81903,115.63805,tailpipe,JSON,
flow,1206.0000,57.81903,115.63805,tailpipe,JSON,
flow,1207.0000,57.81903,115.63805,tailpipe,JSON,
flow,1208.0000,57.81903,115.63805,tailpipe,JSON,
flow,1209.0000,57.81903,115.63805,tailpipe,JSON,
flow,1210.0000,57.81903,115.63805,tailpipe,JSON,
flow,1211.0000,57.81903,115.63805,tailpipe,JSON,
flow,1212.0000,57.81903,115.63805,tailpipe,JSON,
flow,1213.0000,57.81903,115.63805,tailpipe,JSON,
flow,1214.0000,57.81903,115.63805,tailpipe,JSON,
flow,1215.0000,57.81903,115.63805,tailpipe,JSON,
flow,1216.0000,57.81903,115.63805,tailpipe,JSON,
flow,1217.0000,57.81903,115.63805,tailpipe,JSON,
flow,1218.0000,57.81903,115.63805,tailpipe,JSON,
flow,1219.0000,57.81903,115.63805,tailpipe,JSON,
flow,1220.0000,57.81903,115.63805,tailpipe,JSON,
flow,1221.0000,57.81903,115.63805,tailpipe,JSON,
flow,1222.0000,57.81903,115.63805,tailpipe,JSON,
flow,1223.0000,57.81903,115.63805,tailpipe,JSON,
flow,1224.0000,57.81903,115.63805,tailpipe,JSON,
flow,1225.0000,57.81903,115.63805,tailpipe,JSON,
flow,1226.0000,57.81903,115.63805,tailpipe,JSON,
flow,1227.0000,57.81903,115.63805,tailpipe,JSON,
flow,1228.0000,57.81903,115.63805,tailpipe,JSON,
flow,1229.0000,57.81903,115.63805,tailpipe,JSON,
flow,1230.0000,57.81903,115.63805,tailpipe,JSON,
flow,1231.0000,57.81903,115.63805,tailpipe,JSON,
flow,1232.0000,57.81903,115.63805,tailpipe,JSON,
flow,1233.0000,57.81903,115.63805,tailpipe,JSON,
flow,1234.0000,57.81903,115.63805,tailpipe,JSON,
flow,1235.0000,57.81903,115.63805,tailpipe,JSON,
flow,1236.0000,57.81903,115.63805,tailpipe,JSON,
flow,1237.0000,57.81903,115.63805,tailpipe,JSON,
flow,1238.0000,57.81903,115.63805,tailpipe,JSON,
flow,1239.0000,57.81903,115.63805,tailpipe,JSON,
flow,1240.0000,57.81903,115.63805,tailpipe,JSON,
flow,1241.0000,57.81903,115.63805,tailpipe,JSON,
flow,1242.0000,57.81903,115.63805,tailpipe,JSON,
flow,1243.0000,57.81903,115.63805,tailpipe,JSON,
flow,1244.0000,57.81903,115.63805,tailpipe,JSON,
flow,1245.0000,57.81903,115.63805,tailpipe,JSON,
flow,1246.0000,57.81903,115.63805,tailpipe,JSON,
flow,1247.0000,57.81903,115.63805,tailpipe,JSON,
flow,1248.0000,57.81903,115.63805,tailpipe,JSON,
flow,1249.0000,57.81903,115.63805,tailpipe,JSON,
flow,1250.0000,57.81903,115.63805,tailpipe,JSON,
flow,1251.0000,57.81903,115.63805,tailpipe,JSON,
flow,1252.0000,57.81903,115.63805,tailpipe,JSON,
flow,1253.0000,57.81903,115.63805,tailpipe,JSON,
flow,1254.0000,57.81903,115.63805,tailpipe,JSON,
flow,1255.0000,57.81903,115.63805,tailpipe,JSON,
flow,1256.0000,57.81903,115.63805,tailpipe,JSON,
flow,1257.0000,57.81903,115.63805,tailpipe,JSON,
flow,1258.0000,57.81903,115.63805,tailpipe,JSON,
flow,1259.0000,57.81903,115.63805,tailpipe,JSON,
flow,1260.0000,57.81903,115.63805,tailpipe,JSON,
flow,1261.0000,57.81903,115.63805,tailpipe,JSON,
flow,1262.0000,57.81903,115.63805,tailpipe,JSON,
flow,1263.0000,57.81903,115.63805,tailpipe,JSON,
flow,1264.0000,57.81903,115.63805,tailpipe,JSON,
flow,1265.0000,57.81903,115.63805,tailpipe,JSON,
flow,1266.0000,57.81903,115.63805,tailpipe,JSON,
flow,1267.0000,57.81903,115.63805,tailpipe,JSON,
flow,1268.0000,57.81903,115.63805,tailpipe,JSON,
flow,1269.0000,57.81903,115.63805,tailpipe,JSON,
flow,1270.0000,57.81903,115.63805,tailpipe,JSON,
flow,1271.0000,57.81903,115.63805,tailpipe,JSON,
flow,1272.0000,57.81903,115.63805,tailpipe,JSON,
flow,1273.0000,57.81903,115.63805,tailpipe,JSON,
flow,1274.0000,57.81903,115.63805,tailpipe,JSON,
flow,1275.0000,57.81903,115.63805,tailpipe,JSON,
flow,1276.0000,57.81903,115.63805,tailpipe,JSON,
flow,1277.0000,57.81903,115.63805,tailpipe,JSON,
flow,1278.0000,57.81903,115.63805,tailpipe,JSON,
flow,1279.0000,57.81903,115.63805,tailpipe,JSON,
flow,1280.0000,57.81903,115.63805,tailpipe,JSON,
flow,1281.0000,57.81903,115.63805,tailpipe,JSON,
flow,1282.0000,57.81903,115.63805,tailpipe,JSON,
flow,1283.0000,57.81903,115.63805,tailpipe,JSON,
flow,1284.0000,57.81903,115.63805,tailpipe,JSON,
flow,1285.0000,57.81903,115.63805,tailpipe,JSON,
flow,1286.0000,57.81903,115.63805,tailpipe,JSON,
flow,1287.0000,57.81903,115.63805,tailpipe,JSON,
flow,1288.0000,57.81903,115.63805,tailpipe,JSON,
flow,1289.0000,57.81903,115.63805,tailpipe,JSON,
flow,1290.0000,57.81903,115.63805,tailpipe,JSON,
flow,1291.0000,57.81903,115.63805,tailpipe,JSON,
flow,1292.0000,57.81903,115.63805,tailpipe,JSON,
flow,1293.0000,57.81903,115.63805,tailpipe,JSON,
flow,1294.0000,57.81903,115.63805,tailpipe,JSON,
flow,1295.0000,57.81903,115.63805,tailpipe,JSON,
flow,1296.0000,57.81903,115.63805,tailpipe,JSON,
flow,1297.0000,57.81903,115.63805,tailpipe,JSON,
flow,1298.0000,57.81903,115.63805,tailpipe,JSON,
flow,1299.0000,57.81903,115.63805,tailpipe,JSON,
flow,1300.0000,57.81903,115.63805,tailpipe,JSON,
flow,1301.0000,57.81903,115.63805,tailpipe,JSON,
flow,1302.0000,57.81903,115.63805,tailpipe,JSON,
flow,1303.0000,57.81903,115.63805,tailpipe,JSON,
flow,1304.0000,57.81903,115.63805,tailpipe,JSON,
flow,1305.0000,57.81903,115.63805,tailpipe,JSON,
flow,1306.0000,57.81903,115.63805,tailpipe,JSON,
flow,1307.0000,57.81903,115.63805,tailpipe,JSON,
flow,1308.0000,57.81903,115.63805,tailpipe,JSON,
flow,1309.0000,57.81903,115.63805,tailpipe,JSON,
flow,1310.0000,57.81903,115.63805,tailpipe,JSON,
flow,1311.0000,57.81903,115.63805,tailpipe,JSON,
flow,1312.0000,57.81903,115.63805,tailpipe,JSON,
flow,1313.0000,57.81903,115.63805,tailpipe,JSON,
flow,1314.0000,57.81903,115.63805,tailpipe,JSON,
flow,1315.0000,57.81903,115.63805,tailpipe,JSON,
flow,1316.0000,57.81903,115.63805,tailpipe,JSON,
flow,1317.0000,57.81903,115.63805,tailpipe,JSON,
flow,1318.0000,57.81903,115.63805,tailpipe,JSON,
flow,1319.0000,57.81903,115.63805,tailpipe,JSON,
flow,1320.0000,57.81903,115.63805,tailpipe,JSON,
flow,1321.0000,57.81903,115.63805,tailpipe,JSON,
flow,1322.0000,57.81903,115.63805,tailpipe,JSON,
flow,1323.0000,57.81903,115.63805,tailpipe,JSON,
flow,1324.0000,57.81903,115.63805,tailpipe,JSON,
flow,1325.0000,57.81903,115.63805,tailpipe,JSON,
flow,1326.0000,57.81903,115.63805,tailpipe,JSON,
flow,1327.0000,57.81903,115.63805,tailpipe,JSON,
flow,1328.0000,57.81903,115.63805,tailpipe,JSON,
flow,1329.0000,57.81903,115.63805,tailpipe,JSON,
flow,1330.0000,57.81903,115.63805,tailpipe,JSON,
flow,1331.0000,57.81903,115.63805,tailpipe,JSON,
flow,1332.0000,57.81903,115.63805,tailpipe,JSON,
flow,1333.0000,57.81903,115.63805,tailpipe,JSON,
flow,1334.0000,57.81903,115.63805,tailpipe,JSON,
flow,1335.0000,57.81903,115.63805,tailpipe,JSON,
flow,1336.0000,57.81903,115.63805,tailpipe,JSON,
flow,1337.0000,57.81903,115.63805,tailpipe,JSON,
flow,1338.0000,57.81903,115.63805,tailpipe,JSON,
flow,1339.0000,57.81903,115.63805,tailpipe,JSON,
flow,1340.0000,57.81903,115.63805,tailpipe,JSON,
flow,1341.0000,57.81903,115.63805,tailpipe,JSON,
flow,1342.0000,57.81903,115.63805,tailpipe,JSON,
flow,1343.0000,57.81903,115.63805,tailpipe,JSON,
flow,1344.0000,57.81903,115.63805,tailpipe,JSON,
flow,1345.0000,57.81903,115.63805,tailpipe,JSON,
flow,1346.0000,57.81903,115.63805,tailpipe,JSON,
flow,1347.0000,57.81903,115.63805,tailpipe,JSON,
flow,1348.0000,57.81903,115.63805,tailpipe,JSON,
flow,1349.0000,57.81903,115.63805,tailpipe,JSON,
flow,1350.0000,57.81903,115.63805,tailpipe,JSON,
flow,1351.0000,57.81903,115.63805,tailpipe,JSON,
flow,1352.0000,57.81903,115.63805,tailpipe,JSON,
flow,1353.0000,57.81903,115.63805,tailpipe,JSON,
flow,1354.0000,57.81903,115.63805,tailpipe,JSON,
flow,1355.0000,57.81903,115.63805,tailpipe,JSON,
flow,1356.0000,57.81903,115.63805,tailpipe,JSON,
flow,1357.0000,57.81903,115.63805,tailpipe,JSON,
flow,1358.0000,57.81903,115.63805,tailpipe,JSON,
flow,1359.0000,57.81903,115.63805,tailpipe,JSON,
flow,1360.0000,57.81903,115.63805,tailpipe,JSON,
flow,1361.0000,57.81903,115.63805,tailpipe,JSON,
flow,1362.0000,57.81903,115.63805,tailpipe,JSON,
flow,1363.0000,57.81903,115.63805,tailpipe,JSON,
flow,1364.0000,57.81903,115.63805,tailpipe,JSON,
flow,1365.0000,57.81903,115.63805,tailpipe,JSON,
flow,1366.0000,57.81903,115.63805,tailpipe,JSON,
flow,1367.0000,57.81903,115.63805,tailpipe,JSON,
flow,1368.0000,57.81903,115.63805,tailpipe,JSON,
flow,1369.0000,57.81903,115.63805,tailpipe,JSON,
flow,1370.0000,57.81903,115.63805,tailpipe,JSON,
flow,1371.0000,57.81903,115.63805,tailpipe,JSON,
flow,1372.0000,57.81903,115.63805,tailpipe,JSON,
flow,1373.0000,57.81903,115.63805,tailpipe,JSON,
flow,1374.0000,57.81903,115.63805,tailpipe,JSON,
flow,1375.0000,57.81903,115.63805,tailpipe,JSON,
flow,1376.0000,57.81903,115.63805,tailpipe,JSON,
flow,1377.0000,57.81903,115.63805,tailpipe,JSON,
flow,1378.0000,57.81903,115.63805,tailpipe,JSON,
flow,1379.0000,57.81903,115.63805,tailpipe,JSON,
flow,1380.0000,57.81903,115.63805,tailpipe,JSON,
flow,1381.0000,57.81903,115.63805,tailpipe,JSON,
flow,1382.0000,57.81903,115.63805,tailpipe,JSON,
flow,1383.0000,57.81903,115.63805,tailpipe,JSON,
flow,1384.0000,57.81903,115.63805,tailpipe,JSON,
flow,1385.0000,57.81903,115.63805,tailpipe,JSON,
flow,1386.0000,57.81903,115.63805,tailpipe,JSON,
flow,1387.0000,57.81903,115.63805,tailpipe,JSON,
flow,1388.0000,57.81903,115.63805,tailpipe,JSON,
flow,1389.0000,57.81903,115.63805,tailpipe,JSON,
flow,1390.0000,57.81903,115.63805,tailpipe,JSON,
flow,1391.0000,57.81903,115.63805,tailpipe,JSON,
flow,1392.0000,57.81903,115.63805,tailpipe,JSON,
flow,1393.0000,57.81903,115.63805,tailpipe,JSON,
flow,1394.0000,57.81903,115.63805,tailpipe,JSON,
flow,1395.0000,57.81903,115.63805,tailpipe,JSON,
flow,1396.0000,57.81903,115.63805,tailpipe,JSON,
flow,1397.0000,57.81903,115.63805,tailpipe,JSON,
flow,1398.0000,57.81903,115.63805,tailpipe,JSON,
flow,1399.0000,57.81903,115.63805,tailpipe,JSON,
flow,1400.0000,57.81903,115.63805,tailpipe,JSON,
flow,1401.0000,57.81903,115.63805,tailpipe,JSON,
flow,1402.0000,57.81903,115.63805,tailpipe,JSON,
flow,1403.0000,57.81903,115.63805,tailpipe,JSON,
flow,1404.0000,57.81903,115.63805,tailpipe,JSON,
flow,1405.0000,57.81903,115.63805,tailpipe,JSON,
flow,1406.0000,57.81903,115.63805,tailpipe,JSON,
flow,1407.0000,57.81903,115.63805,tailpipe,JSON,
flow,1408.0000,57.81903,115.63805,tailpipe,JSON,
flow,1409.0000,57.81903,115.63805,tailpipe,JSON,
flow,1410.0000,57.81903,115.63805,tailpipe,JSON,
flow,1411.0000,57.81903,115.63805,tailpipe,JSON,
flow,1412.0000,57.81903,115.63805,tailpipe,JSON,
flow,1413.0000,57.81903,115.63805,tailpipe,JSON,
flow,1414.0000,57.81903,115.63805,tailpipe,JSON,
flow,1415.0000,57.81903,115.63805,tailpipe,JSON,
flow,1416.0000,57.81903,115.63805,tailpipe,JSON,
flow,1417.0000,57.81903,115.63805,tailpipe,JSON,
flow,1418.0000,57.81903,115.63805,tailpipe,JSON,
flow,1419.0000,57.81903,115.63805,tailpipe,JSON,
flow,1420.0000,57.81903,115.63805,tailpipe,JSON,
flow,1421.0000,57.81903,115.63805,tailpipe,JSON,
flow,1422.0000,57.81903,115.63805,tailpipe,JSON,
flow,1423.0000,57.81903,115.63805,tailpipe,JSON,
flow,1424.0000,57.81903,115.63805,tailpipe,JSON,
flow,1425.0000,57.81903,115.63805,tailpipe,JSON,
flow,1426.0000,57.81903,115.63805,tailpipe,JSON,
flow,1427.0000,57.81903,115.63805,tailpipe,JSON,
flow,1428.0000,57.81903,115.63805,tailpipe,JSON,
flow,1429.0000,57.81903,115.63805,tailpipe,JSON,
flow,1430.0000,57.81903,115.63805,tailpipe,JSON,
flow,1431.0000,57.81903,115.63805,tailpipe,JSON,
flow,1432.0000,57.81903,115.63805,tailpipe,JSON,
flow,1433.0000,57.81903,115.63805,tailpipe,JSON,
flow,1434.0000,57.81903,115.63805,tailpipe,JSON,
flow,1435.0000,57.81903,115.63805,tailpipe,JSON,
flow,1436.0000,57.81903,115.63805,tailpipe,JSON,
flow,1437.0000,57.81903,115.63805,tailpipe,JSON,
flow,1438.0000,57.81903,115.63805,tailpipe,JSON,
flow,1439.0000,57.81903,115.63805,tailpipe,JSON,
flow,1440.0000,57.81903,115.63805,tailpipe,JSON,
flow,1441.0000,57.81903,115.63805,tailpipe,JSON,
flow,1442.0000,57.81903,115.63805,tailpipe,JSON,
flow,1443.0000,57.81903,115.63805,tailpipe,JSON,
flow,1444.0000,57.81903,115.63805,tailpipe,JSON,
flow,1445.0000,57.81903,115.63805,tailpipe,JSON,
flow,1446.0000,57.81903,115.63805,tailpipe,JSON,
flow,1447.0000,57.81903,115.63805,tailpipe,JSON,
flow,1448.0000,57.81903,115.63805,tailpipe,JSON,
flow,1449.0000,57.81903,115.63805,tailpipe,JSON,
flow,1450.0000,57.81903,115.63805,tailpipe,JSON,
flow,1451.0000,57.81903,115.63805,tailpipe,JSON,
flow,1452.0000,57.81903,115.63805,tailpipe,JSON,
flow,1453.0000,57.81903,115.63805,tailpipe,JSON,
flow,1454.0000,57.81903,115.63805,tailpipe,JSON,
flow,1455.0000,57.81903,115.63805,tailpipe,JSON,
flow,1456.0000,57.81903,115.63805,tailpipe,JSON,
flow,1457.0000,57.81903,115.63805,tailpipe,JSON,
flow,1458.0000,57.81903,115.63805,tailpipe,JSON,
flow,1459.0000,57.81903,115.63805,tailpipe,JSON,
flow,1460.0000,57.81903,115.63805,tailpipe,JSON,
flow,1461.0000,57.81903,115.63805,tailpipe,JSON,
flow,1462.0000,57.81903,115.63805,tailpipe,JSON,
flow,1463.0000,57.81903,115.63805,tailpipe,JSON,
flow,1464.0000,57.81903,115.63805,tailpipe,JSON,
flow,1465.0000,57.81903,115.63805,tailpipe,JSON,
flow,1466.0000,57.81903,115.63805,tailpipe,JSON,
flow,1467.0000,57.81903,115.63805,tailpipe,JSON,
flow,1468.0000,57.81903,115.63805,tailpipe,JSON,
flow,1469.0000,57.81903,115.63805,tailpipe,JSON,
flow,1470.0000,57.81903,115.63805,tailpipe,JSON,
flow,1471.0000,57.81903,115.63805,tailpipe,JSON,
flow,1472.0000,57.81903,115.63805,tailpipe,JSON,
flow,1473.0000,57.81903,115.63805,tailpipe,JSON,
flow,1474.0000,57.81903,115.63805,tailpipe,JSON,
flow,1475.0000,57.81903,115.63805,tailpipe,JSON,
flow,1476.0000,57.81903,115.63805,tailpipe,JSON,
flow,1477.0000,57.81903,115.63805,tailpipe,JSON,
flow,1478.0000,57.81903,115.63805,tailpipe,JSON,
flow,1479.0000,57.81903,115.63805,tailpipe,JSON,
flow,1480.0000,57.81903,115.63805,tailpipe,JSON,
flow,1481.0000,57.81903,115.63805,tailpipe,JSON,
flow,1482.0000,57.81903,115.63805,tailpipe,JSON,
flow,1483.0000,57.81903,115.63805,tailpipe,JSON,
flow,1484.0000,57.81903,115.63805,tailpipe,JSON,
flow,1485.0000,57.81903,115.63805,tailpipe,JSON,
flow,1486.0000,57.81903,115.63805,tailpipe,JSON,
flow,1487.0000,57.81903,115.63805,tailpipe,JSON,
flow,1488.0000,57.81903,115.63805,tailpipe,JSON,
flow,1489.0000,57.81903,115.63805,tailpipe,JSON,
flow,1490.0000,57.81903,115.63805,tailpipe,JSON,
flow,1491.0000,57.81903,115.63805,tailpipe,JSON,
flow,1492.0000,57.81903,115.63805,tailpipe,JSON,
flow,1493.0000,57.81903,115.63805,tailpipe,JSON,
flow,1494.0000,57.81903,115.63805,tailpipe,JSON,
flow,1495.0000,57.81903,115.63805,tailpipe,JSON,
flow,1496.0000,57.81903,115.63805,tailpipe,JSON,
flow,1497.0000,57.81903,115.63805,tailpipe,JSON,
flow,1498.0000,57.81903,115.63805,tailpipe,JSON,
flow,1499.0000,57.81903,115.63805,tailpipe,JSON,
flow,1500.0000,57.81903,115.63805,tailpipe,JSON,
flow,1501.0000,57.81903,115.63805,tailpipe,JSON,
flow,1502.0000,57.81903,115.63805,tailpipe,JSON,
flow,1503.0000,57.81903,115.63805,tailpipe,JSON,
flow,1504.0000,57.81903,115.63805,tailpipe,JSON,
flow,1505.0000,57.81903,115.63805,tailpipe,JSON,
flow,1506.0000,57.81903,115.63805,tailpipe,JSON,
flow,1507.0000,57.81903,115.63805,tailpipe,JSON,
flow,1508.0000,57.81903,115.63805,tailpipe,JSON,
flow,1509.0000,57.81903,115.63805,tailpipe,JSON,
flow,1510.0000,57.81903,115.63805,tailpipe,JSON,
flow,1511.0000,57.81903,115.63805,tailpipe,JSON,
flow,1512.0000,57.81903,115.63805,tailpipe,JSON,
flow,1513.0000,57.81903,115.63805,tailpipe,JSON,
flow,1514.0000,57.81903,115.63805,tailpipe,JSON,
flow,1515.0000,57.81903,115.63805,tailpipe,JSON,
flow,1516.0000,57.81903,115.63805,tailpipe,JSON,
flow,1517.0000,57.81903,115.63805,tailpipe,JSON,
flow,1518.0000,57.81903,115.63805,tailpipe,JSON,
flow,1519.0000,57.81903,115.63805,tailpipe,JSON,
flow,1520.0000,57.81903,115.63805,tailpipe,JSON,
flow,1521.0000,57.81903,115.63805,tailpipe,JSON,
flow,1522.0000,57.81903,115.63805,tailpipe,JSON,
flow,1523.0000,57.81903,115.63805,tailpipe,JSON,
flow,1524.0000,57.81903,115.63805,tailpipe,JSON,
flow,1525.0000,57.81903,115.63805,tailpipe,JSON,
flow,1526.0000,57.81903,115.63805,tailpipe,JSON,
flow,1527.0000,57.81903,115.63805,tailpipe,JSON,
