x_mm,region,flow_radius_mm,flow_area_cm2,area_over_body,area_over_throat,equivalent_radius_mm,station
417.0000,ANNULAR SUBSONIC DIFFUSER,67.76188,144.23111,0.400997,1.373307,67.75706,
418.0000,ANNULAR SUBSONIC DIFFUSER,67.88316,144.75431,0.402452,1.378288,67.87984,
419.0000,ANNULAR SUBSONIC DIFFUSER,68.00482,145.27846,0.403909,1.383279,68.00263,
420.0000,ANNULAR SUBSONIC DIFFUSER,68.12679,145.80356,0.405369,1.388279,68.12541,
421.0000,ANNULAR SUBSONIC DIFFUSER,68.24901,146.32961,0.406832,1.393288,68.24820,
422.0000,ANNULAR SUBSONIC DIFFUSER,68.37142,146.85660,0.408297,1.398306,68.37098,
423.0000,ANNULAR SUBSONIC DIFFUSER,68.49398,147.38454,0.409765,1.403332,68.49376,
424.0000,ANNULAR SUBSONIC DIFFUSER,68.61664,147.91343,0.411235,1.408368,68.61655,
425.0000,ANNULAR SUBSONIC DIFFUSER,68.73936,148.44327,0.412708,1.413413,68.73933,
426.0000,ANNULAR SUBSONIC DIFFUSER,68.86212,148.97405,0.414184,1.418467,68.86212,
427.0000,ANNULAR SUBSONIC DIFFUSER,68.98490,149.50578,0.415662,1.423530,68.98490,
428.0000,ANNULAR SUBSONIC DIFFUSER,104.50000,343.06977,0.953817,3.266563,104.50000,nose_fairing_end|chamber_start
429.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
430.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
431.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
432.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
433.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
434.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
435.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
436.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
437.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
438.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
439.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
440.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
441.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
442.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
443.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
444.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
445.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
446.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
447.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
448.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
449.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
450.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
451.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
452.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
453.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
454.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
455.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
456.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
457.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
458.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
459.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
460.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
461.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
462.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
463.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
464.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
465.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
466.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
467.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
468.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
469.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
470.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
471.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
472.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
473.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
474.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
475.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
476.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
477.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
478.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
479.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
480.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
481.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
482.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
483.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
484.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
485.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
486.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
487.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
488.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
489.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
490.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
491.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
492.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
493.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
494.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
495.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
496.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
497.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
498.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
499.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
500.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
501.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
502.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
503.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
504.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
505.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
506.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
507.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
508.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
509.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
510.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
511.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
512.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
513.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
514.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
515.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
516.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
517.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
518.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
519.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
520.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
521.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
522.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
523.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
524.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
525.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
526.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
527.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
528.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
529.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
530.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
531.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
532.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
533.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
534.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
535.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
536.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
537.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
538.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
539.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
540.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
541.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
542.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
543.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
544.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
545.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
546.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
547.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
548.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
549.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
550.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
551.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
552.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
553.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
554.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
555.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
556.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
557.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
558.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
559.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
560.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
561.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
562.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
563.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
564.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
565.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
566.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
567.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
568.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
569.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
570.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
571.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
572.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
573.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
574.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
575.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
576.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
577.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
578.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
579.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
580.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
581.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
582.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
583.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
584.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
585.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
586.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
587.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
588.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
589.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
590.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
591.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
592.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
593.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
594.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
595.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
596.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
597.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
598.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
599.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
600.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
601.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
602.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
603.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
604.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
605.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
606.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
607.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
608.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
609.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
610.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
611.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
612.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
613.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
614.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
615.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
616.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
617.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
618.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
619.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
620.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
621.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
622.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
623.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
624.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
625.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
626.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
627.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
628.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
629.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
630.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
631.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
632.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
633.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
634.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
635.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
636.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
637.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
638.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
639.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
640.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
641.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
642.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
643.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
644.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
645.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
646.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
647.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
648.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
649.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
650.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
651.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
652.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
653.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
654.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
655.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
656.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
657.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
658.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
659.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
660.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
661.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
662.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
663.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
664.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
665.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
666.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
667.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
668.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
669.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
670.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
671.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
672.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
673.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
674.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
675.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
676.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
677.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
678.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
679.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
680.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
681.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
682.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
683.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
684.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
685.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
686.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
687.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
688.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
689.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
690.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
691.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
692.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
693.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
694.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
695.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
696.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
697.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
698.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
699.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
700.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
701.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
702.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
703.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
704.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
705.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
706.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
707.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
708.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
709.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
710.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
711.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
712.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
713.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
714.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
715.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
716.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
717.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
718.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
719.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
720.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
721.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
722.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
723.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
