x_mm,region,flow_radius_mm,flow_area_cm2,area_over_body,area_over_throat,equivalent_radius_mm,station
724.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
725.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
726.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
727.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
728.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
729.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
730.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
731.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
732.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
733.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
734.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
735.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
736.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
737.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
738.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
739.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
740.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
741.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
742.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
743.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
744.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
745.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
746.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
747.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
748.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
749.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
750.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
751.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
752.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
753.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
754.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
755.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
756.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
757.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
758.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
759.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
760.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
761.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
762.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
763.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
764.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
765.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
766.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
767.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
768.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
769.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
770.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
771.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
772.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
773.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
774.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
775.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
776.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
777.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
778.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
779.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
780.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
781.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
782.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
783.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
784.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
785.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
786.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
787.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
788.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
789.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
790.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
791.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
792.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
793.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
794.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
795.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
796.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
797.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
798.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
799.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
800.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
801.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
802.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
803.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
804.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
805.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
806.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
807.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
808.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
809.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
810.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
811.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
812.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
813.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
814.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
815.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
816.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
817.0000,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,
817.3073,COMBUSTION CHAMBER,104.50000,343.06977,0.953817,3.266563,104.50000,chamber_end
818.0000,CONTRACTION CONE,104.31440,341.85224,0.950432,3.254970,104.31440,
819.0000,CONTRACTION CONE,104.04645,340.09829,0.945555,3.238270,104.04645,
820.0000,CONTRACTION CONE,103.77851,338.34884,0.940692,3.221612,103.77851,
821.0000,CONTRACTION CONE,103.51056,336.60391,0.935840,3.204998,103.51056,
822.0000,CONTRACTION CONE,103.24261,334.86349,0.931001,3.188426,103.24261,
823.0000,CONTRACTION CONE,102.97466,333.12758,0.926175,3.171898,102.97466,
824.0000,CONTRACTION CONE,102.70671,331.39618,0.921362,3.155412,102.70671,
825.0000,CONTRACTION CONE,102.43876,329.66929,0.916560,3.138969,102.43876,
826.0000,CONTRACTION CONE,102.17081,327.94691,0.911772,3.122570,102.17081,
827.0000,CONTRACTION CONE,101.90286,326.22905,0.906996,3.106213,101.90286,
828.0000,CONTRACTION CONE,101.63491,324.51569,0.902232,3.089899,101.63491,
829.0000,CONTRACTION CONE,101.36696,322.80685,0.897481,3.073628,101.36696,
830.0000,CONTRACTION CONE,101.09901,321.10251,0.892743,3.057400,101.09901,
831.0000,CONTRACTION CONE,100.83106,319.40269,0.888017,3.041215,100.83106,
832.0000,CONTRACTION CONE,100.56311,317.70738,0.883303,3.025073,100.56311,
833.0000,CONTRACTION CONE,100.29517,316.01658,0.878603,3.008974,100.29517,
834.0000,CONTRACTION CONE,100.02722,314.33029,0.873914,2.992918,100.02722,
835.0000,CONTRACTION CONE,99.75927,312.64852,0.869238,2.976905,99.75927,
836.0000,CONTRACTION CONE,99.49132,310.97125,0.864575,2.960935,99.49132,
837.0000,CONTRACTION CONE,99.22337,309.29850,0.859925,2.945008,99.22337,
838.0000,CONTRACTION CONE,98.95542,307.63025,0.855286,2.929123,98.95542,
839.0000,CONTRACTION CONE,98.68747,305.96652,0.850661,2.913282,98.68747,
840.0000,CONTRACTION CONE,98.41952,304.30730,0.846048,2.897483,98.41952,
841.0000,CONTRACTION CONE,98.15157,302.65259,0.841447,2.881728,98.15157,
842.0000,CONTRACTION CONE,97.88362,301.00239,0.836859,2.866016,97.88362,
843.0000,CONTRACTION CONE,97.61567,299.35670,0.832284,2.850346,97.61567,
844.0000,CONTRACTION CONE,97.34772,297.71552,0.827721,2.834719,97.34772,
845.0000,CONTRACTION CONE,97.07978,296.07886,0.823171,2.819136,97.07978,
846.0000,CONTRACTION CONE,96.81183,294.44670,0.818633,2.803595,96.81183,
847.0000,CONTRACTION CONE,96.54388,292.81906,0.814108,2.788097,96.54388,
848.0000,CONTRACTION CONE,96.27593,291.19593,0.809595,2.772643,96.27593,
849.0000,CONTRACTION CONE,96.00798,289.57731,0.805095,2.757231,96.00798,
850.0000,CONTRACTION CONE,95.74003,287.96320,0.800607,2.741862,95.74003,
851.0000,CONTRACTION CONE,95.47208,286.35360,0.796132,2.726536,95.47208,
852.0000,CONTRACTION CONE,95.20413,284.74851,0.791670,2.711253,95.20413,
853.0000,CONTRACTION CONE,94.93618,283.14793,0.787220,2.696013,94.93618,
854.0000,CONTRACTION CONE,94.66823,281.55187,0.782782,2.680816,94.66823,
855.0000,CONTRACTION CONE,94.40028,279.96031,0.778357,2.665662,94.40028,
856.0000,CONTRACTION CONE,94.13233,278.37327,0.773945,2.650551,94.13233,
857.0000,CONTRACTION CONE,93.86439,276.79074,0.769545,2.635483,93.86439,
858.0000,CONTRACTION CONE,93.59644,275.21271,0.765158,2.620457,93.59644,
859.0000,CONTRACTION CONE,93.32849,273.63920,0.760783,2.605475,93.32849,
860.0000,CONTRACTION CONE,93.06054,272.07021,0.756421,2.590536,93.06054,
861.0000,CONTRACTION CONE,92.79259,270.50572,0.752071,2.575639,92.79259,
862.0000,CONTRACTION CONE,92.52464,268.94574,0.747734,2.560786,92.52464,
863.0000,CONTRACTION CONE,92.25669,267.39028,0.743410,2.545975,92.25669,
864.0000,CONTRACTION CONE,91.98874,265.83932,0.739098,2.531208,91.98874,
865.0000,CONTRACTION CONE,91.72079,264.29288,0.734798,2.516483,91.72079,
866.0000,CONTRACTION CONE,91.45284,262.75095,0.730511,2.501802,91.45284,
867.0000,CONTRACTION CONE,91.18489,261.21352,0.726237,2.487163,91.18489,
868.0000,CONTRACTION CONE,90.91694,259.68061,0.721975,2.472567,90.91694,
869.0000,CONTRACTION CONE,90.64899,258.15222,0.717726,2.458015,90.64899,
870.0000,CONTRACTION CONE,90.38105,256.62833,0.713489,2.443505,90.38105,
871.0000,CONTRACTION CONE,90.11310,255.10895,0.709265,2.429038,90.11310,
872.0000,CONTRACTION CONE,89.84515,253.59409,0.705053,2.414614,89.84515,
873.0000,CONTRACTION CONE,89.57720,252.08373,0.700854,2.400233,89.57720,
874.0000,CONTRACTION CONE,89.30925,250.57789,0.696667,2.385895,89.30925,
875.0000,CONTRACTION CONE,89.04130,249.07656,0.692493,2.371600,89.04130,
876.0000,CONTRACTION CONE,88.77335,247.57974,0.688332,2.357348,88.77335,
877.0000,CONTRACTION CONE,88.50540,246.08743,0.684183,2.343139,88.50540,
878.0000,CONTRACTION CONE,88.23745,244.59963,0.680046,2.328973,88.23745,
879.0000,CONTRACTION CONE,87.96950,243.11634,0.675922,2.314849,87.96950,
880.0000,CONTRACTION CONE,87.70155,241.63756,0.671811,2.300769,87.70155,
881.0000,CONTRACTION CONE,87.43360,240.16330,0.667712,2.286732,87.43360,
882.0000,CONTRACTION CONE,87.16566,238.69354,0.663626,2.272737,87.16566,
883.0000,CONTRACTION CONE,86.89771,237.22830,0.659552,2.258786,86.89771,
884.0000,CONTRACTION CONE,86.62976,235.76757,0.655491,2.244878,86.62976,
885.0000,CONTRACTION CONE,86.36181,234.31135,0.651442,2.231012,86.36181,
886.0000,CONTRACTION CONE,86.09386,232.85964,0.647406,2.217190,86.09386,
887.0000,CONTRACTION CONE,85.82591,231.41244,0.643383,2.203410,85.82591,
888.0000,CONTRACTION CONE,85.55796,229.96975,0.639372,2.189673,85.55796,
889.0000,CONTRACTION CONE,85.29001,228.53157,0.635373,2.175980,85.29001,
890.0000,CONTRACTION CONE,85.02206,227.09791,0.631387,2.162329,85.02206,
891.0000,CONTRACTION CONE,84.75411,225.66876,0.627414,2.148721,84.75411,
892.0000,CONTRACTION CONE,84.48616,224.24411,0.623453,2.135156,84.48616,
893.0000,CONTRACTION CONE,84.21821,222.82398,0.619505,2.121634,84.21821,
894.0000,CONTRACTION CONE,83.95026,221.40836,0.615569,2.108155,83.95026,
895.0000,CONTRACTION CONE,83.68232,219.99725,0.611646,2.094719,83.68232,
896.0000,CONTRACTION CONE,83.41437,218.59065,0.607735,2.081326,83.41437,
897.0000,CONTRACTION CONE,83.14642,217.18856,0.603837,2.067976,83.14642,
898.0000,CONTRACTION CONE,82.87847,215.79099,0.599951,2.054669,82.87847,
899.0000,CONTRACTION CONE,82.61052,214.39792,0.596078,2.041405,82.61052,
900.0000,CONTRACTION CONE,82.34257,213.00937,0.592218,2.028184,82.34257,
901.0000,CONTRACTION CONE,82.07462,211.62533,0.588370,2.015006,82.07462,
902.0000,CONTRACTION CONE,81.80667,210.24579,0.584534,2.001870,81.80667,
903.0000,CONTRACTION CONE,81.53872,208.87077,0.580711,1.988778,81.53872,
904.0000,CONTRACTION CONE,81.27077,207.50026,0.576901,1.975728,81.27077,
905.0000,CONTRACTION CONE,81.00282,206.13427,0.573103,1.962722,81.00282,
906.0000,CONTRACTION CONE,80.73487,204.77278,0.569318,1.949758,80.73487,
907.0000,CONTRACTION CONE,80.46693,203.41580,0.565545,1.936838,80.46693,
908.0000,CONTRACTION CONE,80.19898,202.06334,0.561785,1.923960,80.19898,
909.0000,CONTRACTION CONE,79.93103,200.71538,0.558037,1.911126,79.93103,
910.0000,CONTRACTION CONE,79.66308,199.37194,0.554302,1.898334,79.66308,
911.0000,CONTRACTION CONE,79.39513,198.03301,0.550580,1.885585,79.39513,
912.0000,CONTRACTION CONE,79.12718,196.69859,0.546870,1.872880,79.12718,
913.0000,CONTRACTION CONE,78.85923,195.36868,0.543172,1.860217,78.85923,
914.0000,CONTRACTION CONE,78.59128,194.04328,0.539487,1.847597,78.59128,
915.0000,CONTRACTION CONE,78.32333,192.72239,0.535815,1.835020,78.32333,
916.0000,CONTRACTION CONE,78.05538,191.40602,0.532155,1.822486,78.05538,
917.0000,CONTRACTION CONE,77.78743,190.09415,0.528508,1.809995,77.78743,
918.0000,CONTRACTION CONE,77.51948,188.78680,0.524873,1.797547,77.51948,
919.0000,CONTRACTION CONE,77.25154,187.48396,0.521251,1.785142,77.25154,
920.0000,CONTRACTION CONE,76.98359,186.18562,0.517641,1.772780,76.98359,
921.0000,CONTRACTION CONE,76.71564,184.89180,0.514044,1.760460,76.71564,
922.0000,CONTRACTION CONE,76.44769,183.60249,0.510459,1.748184,76.44769,
923.0000,CONTRACTION CONE,76.17974,182.31770,0.506887,1.735951,76.17974,
924.0000,CONTRACTION CONE,75.91179,181.03741,0.503328,1.723761,75.91179,
925.0000,CONTRACTION CONE,75.64384,179.76163,0.499781,1.711613,75.64384,
926.0000,CONTRACTION CONE,75.37589,178.49037,0.496246,1.699509,75.37589,
927.0000,CONTRACTION CONE,75.10794,177.22362,0.492725,1.687447,75.10794,
928.0000,CONTRACTION CONE,74.83999,175.96137,0.489215,1.675429,74.83999,
929.0000,CONTRACTION CONE,74.57204,174.70364,0.485718,1.663453,74.57204,
930.0000,CONTRACTION CONE,74.30409,173.45042,0.482234,1.651520,74.30409,
931.0000,CONTRACTION CONE,74.03614,172.20171,0.478762,1.639631,74.03614,
932.0000,CONTRACTION CONE,73.76820,170.95751,0.475303,1.627784,73.76820,
933.0000,CONTRACTION CONE,73.50025,169.71783,0.471857,1.615980,73.50025,
934.0000,CONTRACTION CONE,73.23230,168.48265,0.468423,1.604219,73.23230,
935.0000,CONTRACTION CONE,72.96435,167.25199,0.465001,1.592502,72.96435,
936.0000,CONTRACTION CONE,72.69640,166.02583,0.461592,1.580827,72.69640,
937.0000,CONTRACTION CONE,72.42845,164.80419,0.458196,1.569195,72.42845,
938.0000,CONTRACTION CONE,72.16050,163.58706,0.454812,1.557606,72.16050,
939.0000,CONTRACTION CONE,71.89255,162.37444,0.451440,1.546060,71.89255,
940.0000,CONTRACTION CONE,71.62460,161.16633,0.448081,1.534557,71.62460,
941.0000,CONTRACTION CONE,71.35665,159.96273,0.444735,1.523096,71.35665,
942.0000,CONTRACTION CONE,71.08870,158.76365,0.441401,1.511679,71.08870,
943.0000,CONTRACTION CONE,70.82075,157.56907,0.438080,1.500305,70.82075,
944.0000,CONTRACTION CONE,70.55281,156.37901,0.434771,1.488974,70.55281,
945.0000,CONTRACTION CONE,70.28486,155.19345,0.431475,1.477685,70.28486,
946.0000,CONTRACTION CONE,70.01691,154.01241,0.428192,1.466440,70.01691,
947.0000,CONTRACTION CONE,69.74896,152.83588,0.424921,1.455238,69.74896,
948.0000,CONTRACTION CONE,69.48101,151.66386,0.421662,1.444078,69.48101,
949.0000,CONTRACTION CONE,69.21306,150.49635,0.418416,1.432962,69.21306,
950.0000,CONTRACTION CONE,68.94511,149.33335,0.415183,1.421888,68.94511,
951.0000,CONTRACTION CONE,68.67716,148.17486,0.411962,1.410857,68.67716,
952.0000,CONTRACTION CONE,68.40921,147.02089,0.408754,1.399870,68.40921,
953.0000,CONTRACTION CONE,68.14126,145.87142,0.405558,1.388925,68.14126,
954.0000,CONTRACTION CONE,67.87331,144.72647,0.402375,1.378023,67.87331,
955.0000,CONTRACTION CONE,67.60536,143.58603,0.399204,1.367165,67.60536,
956.0000,CONTRACTION CONE,67.33741,142.45010,0.396046,1.356349,67.33741,
957.0000,CONTRACTION CONE,67.06947,141.31868,0.392900,1.345576,67.06947,
958.0000,CONTRACTION CONE,66.80152,140.19177,0.389767,1.334846,66.80152,
959.0000,CONTRACTION CONE,66.53357,139.06937,0.386646,1.324159,66.53357,
960.0000,CONTRACTION CONE,66.26562,137.95149,0.383538,1.313515,66.26562,
961.0000,CONTRACTION CONE,65.99767,136.83811,0.380443,1.302914,65.99767,
962.0000,CONTRACTION CONE,65.72972,135.72925,0.377360,1.292356,65.72972,
963.0000,CONTRACTION CONE,65.46177,134.62489,0.374290,1.281840,65.46177,
964.0000,CONTRACTION CONE,65.19382,133.52505,0.371232,1.271368,65.19382,
965.0000,CONTRACTION CONE,64.92587,132.42972,0.368187,1.260939,64.92587,
966.0000,CONTRACTION CONE,64.65792,131.33890,0.365154,1.250553,64.65792,
967.0000,CONTRACTION CONE,64.38997,130.25259,0.362134,1.240209,64.38997,
968.0000,CONTRACTION CONE,64.12202,129.17079,0.359126,1.229909,64.12202,
969.0000,CONTRACTION CONE,63.85408,128.09351,0.356131,1.219651,63.85408,
970.0000,CONTRACTION CONE,63.58613,127.02073,0.353148,1.209437,63.58613,
971.0000,CONTRACTION CONE,63.31818,125.95247,0.350178,1.199265,63.31818,
972.0000,CONTRACTION CONE,63.05023,124.88871,0.347221,1.189137,63.05023,
973.0000,CONTRACTION CONE,62.78228,123.82947,0.344276,1.179051,62.78228,
974.0000,CONTRACTION CONE,62.51433,122.77474,0.341343,1.169008,62.51433,
975.0000,CONTRACTION CONE,62.24638,121.72452,0.338424,1.159009,62.24638,
976.0000,CONTRACTION CONE,61.97843,120.67881,0.335516,1.149052,61.97843,
977.0000,CONTRACTION CONE,61.71048,119.63762,0.332622,1.139138,61.71048,
978.0000,CONTRACTION CONE,61.44253,118.60093,0.329739,1.129267,61.44253,
979.0000,CONTRACTION CONE,61.17458,117.56875,0.326870,1.119439,61.17458,
980.0000,CONTRACTION CONE,60.90663,116.54109,0.324012,1.109654,60.90663,
981.0000,CONTRACTION CONE,60.63869,115.51794,0.321168,1.099912,60.63869,
982.0000,CONTRACTION CONE,60.37074,114.49930,0.318336,1.090213,60.37074,
983.0000,CONTRACTION CONE,60.10279,113.48516,0.315516,1.080557,60.10279,
984.0000,CONTRACTION CONE,59.83484,112.47554,0.312709,1.070944,59.83484,
985.0000,CONTRACTION CONE,59.56689,111.47044,0.309915,1.061374,59.56689,
986.0000,CONTRACTION CONE,59.29894,110.46984,0.307133,1.051846,59.29894,
987.0000,CONTRACTION CONE,59.03099,109.47375,0.304364,1.042362,59.03099,
988.0000,CONTRACTION CONE,58.76304,108.48218,0.301607,1.032921,58.76304,
989.0000,CONTRACTION CONE,58.49509,107.49511,0.298862,1.023522,58.49509,
990.0000,CONTRACTION CONE,58.22714,106.51256,0.296131,1.014167,58.22714,
991.0000,CONTRACTION CONE,57.95919,105.53452,0.293411,1.004854,57.95919,
991.5231,CONTRACTION CONE,57.81903,105.02469,0.291994,1.000000,57.81903,cone_end
992.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
993.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
994.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
995.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
996.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
997.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
998.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
999.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1000.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1001.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1002.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1003.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1004.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1005.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1006.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1007.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1008.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1009.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1010.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1011.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1012.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1013.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1014.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1015.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1016.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1017.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1018.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1019.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1020.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1021.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1022.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1023.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1024.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1025.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1026.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1027.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1028.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1029.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1030.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1031.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1032.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1033.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1034.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1035.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1036.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1037.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1038.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
1039.0000,TAILPIPE (= nozzle throat),57.81903,105.02469,0.291994,1.000000,57.81903,
