fuel_key,minimum_cycle_period_s,burn_duration_s,ignition_pressure_ratio_max,target_equivalence_ratio,feasible,completed_cycles,mean_net_thrust_n,peak_net_thrust_n,mean_fuel_mass_flow_kg_per_s,specific_impulse_s,peak_chamber_pressure_pa,peak_chamber_pressure_ratio,peak_chamber_temperature_k,relative_mass_balance_residual,relative_energy_balance_residual
gasoline_reference,0.01,0.003,1.05,1.0,True,17,190.54806440107944,1510.0884761901746,0.040794857005346956,476.29766319777934,138591.99930220444,1.343613907418055,2534.260535682307,-5.6371661426263214e-15,2.425946135360516e-15
gasoline_reference,0.01,0.003,1.05,1.1,True,17,189.77511676757118,1513.2684163664408,0.044947595687412946,430.53863155101743,138679.9655648529,1.3444667177857037,2519.5751636515524,-2.7317323583481893e-14,1.3966084723285523e-14
gasoline_reference,0.01,0.003,1.08,0.7,True,19,102.05398243217633,785.5554654934078,0.027730921415932464,375.27097972757934,119617.06161536436,1.1596567504624316,1666.6240058198614,-1.3949884371867811e-15,5.346911284743057e-14
gasoline_reference,0.01,0.003,1.08,0.8,True,18,128.0404812592801,1029.0065419502578,0.03232887750703775,403.8647943441943,125759.5563079743,1.2192066619781465,1945.6596838899547,8.068776288015917e-15,-4.977132262126061e-14
gasoline_reference,0.01,0.003,1.08,0.9,True,17,157.3005045982392,1271.092201787521,0.036657795349083505,437.56552547954567,132099.81644590682,1.2806738587922915,2235.2782049860043,-3.536121973605336e-15,1.2174415627799399e-14
gasoline_reference,0.01,0.003,1.08,1.0,True,17,190.54806440107944,1510.0884761901746,0.040794857005346956,476.29766319777934,138591.99930220444,1.343613907418055,2534.260535682307,-5.6371661426263214e-15,2.425946135360516e-15
gasoline_reference,0.01,0.003,1.08,1.1,True,17,189.95095431197174,1513.2684163664753,0.044940080596110946,431.009613719539,138679.96556485392,1.3444667177857137,2519.5751636515524,-2.691271803449045e-14,6.634857103810519e-15
gasoline_reference,0.01,0.004,1.01,0.7,True,18,73.10661670268803,514.7774606749814,0.026474669209689126,281.5823749760436,113053.07741502913,1.096020606211336,1742.5560763571077,-9.629099965931157e-15,-4.4290856375048226e-14
gasoline_reference,0.01,0.004,1.01,0.8,True,17,100.0006642593746,684.8354340280887,0.030697421018781836,332.1852301255413,117142.91492796259,1.1356705325355467,2067.616077536661,3.030351930311417e-15,3.826272977002541e-14
gasoline_reference,0.01,0.004,1.01,0.9,True,16,115.04375069158772,856.8197940394847,0.035529266193979336,330.1840717495089,121391.22790062796,1.176856837819238,2417.1377637342525,-6.797267118102891e-16,-3.456261684007378e-14
gasoline_reference,0.01,0.004,1.01,1.0,True,16,147.44466275925151,1033.721989546337,0.039345234857044456,382.1344914548208,125880.82444283567,1.220382325460503,2600.0,6.079690905315193e-15,-3.029322871159826e-14
gasoline_reference,0.01,0.004,1.01,1.1,True,17,142.44758330825138,1036.9794565020372,0.04352876062491156,333.701461088276,125964.64872292493,1.2211949803689703,2600.0000000000005,-5.4390148818245776e-15,8.300133528497328e-15
gasoline_reference,0.01,0.004,1.02,0.7,True,18,73.19175209231827,514.7774606749814,0.02647466920968916,281.91028818401026,113053.07741502913,1.096020606211336,1742.556076357819,-1.2274954405851141e-14,-5.0512479349138685e-14
gasoline_reference,0.01,0.004,1.02,0.8,True,17,99.96836989137114,684.835434028562,0.030697421018782367,332.07795371745925,117142.91492797415,1.1356705325356589,2067.6160775368367,2.604423049344886e-15,4.1204416972235975e-14
gasoline_reference,0.01,0.004,1.02,0.9,True,16,115.04523774146782,856.8197940395091,0.03552894174678594,330.191354943713,121391.2279006286,1.1768568378192443,2417.1377637342525,6.862867599562785e-17,-2.788475796619549e-14
gasoline_reference,0.01,0.004,1.02,1.0,True,16,147.59742577875204,1033.721989546337,0.039345234857044456,382.5304096093169,125880.82444283567,1.220382325460503,2600.0,5.371595768896813e-15,-3.389433457416517e-14
gasoline_reference,0.01,0.004,1.02,1.1,True,17,142.7162738030498,1036.9794565020372,0.04350660221982382,334.50118103329186,125964.64872292493,1.2211949803689703,2600.0000000000005,-5.573336754658202e-15,4.740523597105902e-15
gasoline_reference,0.01,0.004,1.03,0.7,True,18,73.26701290068235,514.7774606749814,0.026474669209687857,282.2001677888752,113053.07741502913,1.096020606211336,1742.5560763316464,-1.1913970984336011e-14,-4.6227587789526755e-14
gasoline_reference,0.01,0.004,1.03,0.8,True,17,99.92440636383948,684.8354340195459,0.030697421018771966,331.93191434254965,117142.91492775443,1.1356705325335288,2067.616077533954,3.503742202890578e-15,4.8854467428941816e-14
gasoline_reference,0.01,0.004,1.03,0.9,True,16,115.04642366574922,856.8197940395343,0.035528682952876485,330.1971638315234,121391.22790062924,1.1768568378192505,2417.1377637342525,-5.600301357090452e-16,-2.9507109198669446e-14
gasoline_reference,0.01,0.004,1.03,1.0,True,16,147.69248921597864,1033.721989546337,0.039345234857044456,382.7767869115584,125880.82444283567,1.220382325460503,2600.0,6.990004615789811e-15,-3.641864557020313e-14
gasoline_reference,0.01,0.004,1.03,1.1,True,17,142.91607912949792,1036.9794565020372,0.04349183301906564,335.0832394663609,125964.64872292493,1.2211949803689703,2600.0000000000005,-4.620853703573732e-15,6.179129371300247e-15
gasoline_reference,0.01,0.004,1.05,0.7,True,18,73.26701290068235,514.7774606749814,0.026474669209687857,282.2001677888752,113053.07741502913,1.096020606211336,1742.5560763316464,-1.1913970984336011e-14,-4.6227587789526755e-14
gasoline_reference,0.01,0.004,1.05,0.8,True,17,99.90388801363034,684.8354340215415,0.030697421018774262,331.86375586641367,117142.91492780307,1.1356705325340002,2067.616077534577,2.609320808685297e-15,4.5472004985943344e-14
gasoline_reference,0.01,0.004,1.05,0.9,True,16,115.04819638205764,856.8197940396051,0.03552829603092478,330.2058478192632,121391.227900631,1.1768568378192676,2417.1377637342525,-6.971740715221727e-16,-2.938833365610326e-14
gasoline_reference,0.01,0.004,1.05,1.0,True,16,147.81933033910877,1033.721989546337,0.039345234857044456,383.1055229076659,125880.82444283567,1.220382325460503,2600.0,5.9539915434949805e-15,-3.285282026141042e-14
gasoline_reference,0.01,0.004,1.05,1.1,True,17,143.29902383554023,1036.9794565020372,0.04346599280433922,336.18083582442256,125964.64872292493,1.2211949803689703,2600.0000000000005,-5.413736163280221e-15,2.436909803766016e-15
gasoline_reference,0.01,0.004,1.08,0.7,True,18,73.26701290068235,514.7774606749814,0.026474669209687857,282.2001677888752,113053.07741502913,1.096020606211336,1742.5560763316464,-1.1913970984336011e-14,-4.6227587789526755e-14
gasoline_reference,0.01,0.004,1.08,0.8,True,17,99.90388801363034,684.8354340215415,0.030697421018774262,331.86375586641367,117142.91492780307,1.1356705325340002,2067.616077534577,2.609320808685297e-15,4.5472004985943344e-14
gasoline_reference,0.01,0.004,1.08,0.9,True,16,115.04819638205764,856.8197940396051,0.03552829603092478,330.2058478192632,121391.227900631,1.1768568378192676,2417.1377637342525,-6.971740715221727e-16,-2.938833365610326e-14
gasoline_reference,0.01,0.004,1.08,1.0,True,16,147.81933033910877,1033.721989546337,0.039345234857044456,383.1055229076659,125880.82444283567,1.220382325460503,2600.0,5.9539915434949805e-15,-3.285282026141042e-14
gasoline_reference,0.01,0.004,1.08,1.1,True,17,143.4742980905402,1036.9794565020372,0.04345492071311243,336.67779277389275,125964.64872292493,1.2211949803689703,2600.0000000000005,-4.704282019554885e-15,1.1396768057887716e-14
gasoline_reference,0.01,0.005,1.01,0.7,True,17,52.693965709969014,362.9880605157555,0.02516999370515349,213.47995470319387,109494.12716820251,1.0615174958476694,1793.3990896230134,7.840160763340071e-15,-4.609765630155535e-14
gasoline_reference,0.01,0.005,1.01,0.8,True,16,70.47065384931427,489.2048619536624,0.0295396682699382,243.26633465424345,112447.4801526767,1.09014949598789,2155.774118793516,-4.4878450403123485e-15,-2.396823334641004e-14
gasoline_reference,0.01,0.005,1.01,0.9,True,16,93.20193592329579,616.4015620901152,0.033429420663009815,284.2990493313498,115483.95618981976,1.119587352816485,2553.1128645851677,-1.0298950501449525e-14,4.5396135390571436e-14
gasoline_reference,0.01,0.005,1.01,1.0,True,15,103.15164704178626,755.4843233753008,0.03858257122879497,272.6241500602328,118874.30209551673,1.1524558873118949,2600.0,3.3771421773659644e-17,-5.327703144394822e-14
gasoline_reference,0.01,0.005,1.01,1.1,True,15,104.15319892105965,758.2865972309108,0.042383954375478324,250.58234215816069,118943.37155991944,1.1531254980644394,2600.0,7.605352681917505e-15,3.487488728782182e-14
gasoline_reference,0.01,0.005,1.02,0.7,True,17,52.70341144291463,362.9880605157555,0.02516999370515368,213.51822236086804,109494.12716820251,1.0615174958476694,1793.3990896280188,7.781927105811885e-15,-4.143842118210133e-14
gasoline_reference,0.01,0.005,1.02,0.8,True,16,70.34043452626572,489.2048619536624,0.029553425337367822,242.70378372571412,112447.4801526767,1.09014949598789,2155.774118792689,-4.3193893612164175e-15,-1.4342161406077928e-14
gasoline_reference,0.01,0.005,1.02,0.9,True,16,93.2009618771662,616.4015620901527,0.03342963204602734,284.2942804767671,115483.95618982064,1.1195873528164937,2553.1128645851677,-1.10482813353478e-14,4.670825752963138e-14
gasoline_reference,0.01,0.005,1.02,1.0,True,15,103.15298561928054,755.4843233753008,0.03858224612261312,272.62998509412677,118874.30209551673,1.1524558873118949,2600.0,3.7143633548733475e-16,-6.482490126258695e-14
gasoline_reference,0.01,0.005,1.02,1.1,True,15,104.15483288745281,758.2865972309108,0.042383518766069585,250.58884879650012,118943.37155991944,1.1531254980644394,2600.0,8.049330477076105e-15,3.1214193005187394e-14
gasoline_reference,0.01,0.005,1.03,0.7,True,17,52.70475311285754,362.9880605157555,0.02516999370515369,213.52365789100463,109494.12716820251,1.0615174958476694,1793.3990896282612,5.1068969834535044e-15,-4.386076576063811e-14
gasoline_reference,0.01,0.005,1.03,0.8,True,16,70.2128536606982,489.2048619536624,0.029567178875366737,242.15088473290328,112447.4801526767,1.09014949598789,2155.774118789798,-2.657968836862004e-15,-1.3381118691397968e-14
gasoline_reference,0.01,0.005,1.03,0.9,True,16,93.20018507939311,616.401562090157,0.03342980065614893,284.2904770971763,115483.95618982076,1.1195873528164948,2553.1128645851677,-1.122304843941335e-14,3.659601817904722e-14
gasoline_reference,0.01,0.005,1.03,1.0,True,15,103.15465354829479,755.4843233753008,0.03858184095163582,272.6372564730028,118874.30209551673,1.1524558873118949,2600.0,1.1997048686452413e-15,-6.823828602923344e-14
gasoline_reference,0.01,0.005,1.03,1.1,True,15,104.15646099549396,758.2865972309108,0.042383084624703846,250.59533279369128,118943.37155991944,1.1531254980644394,2600.0,6.8427315341922786e-15,3.2789269166778155e-14
gasoline_reference,0.01,0.005,1.05,0.7,True,17,52.70475311285754,362.9880605157555,0.02516999370515369,213.52365789100463,109494.12716820251,1.0615174958476694,1793.3990896282612,5.1068969834535044e-15,-4.386076576063811e-14
gasoline_reference,0.01,0.005,1.05,0.8,True,16,70.13755436322296,489.2048619536624,0.029575429308771765,241.82371311035234,112447.4801526767,1.09014949598789,2155.7741187876354,-2.0009780311378837e-15,-2.4935637020898562e-14
gasoline_reference,0.01,0.005,1.05,0.9,True,16,93.19902393719981,616.4015620902227,0.03343005274597194,284.2847914858042,115483.95618982232,1.11958735281651,2553.1128645851677,-9.04566312271891e-15,5.046989864757682e-14
gasoline_reference,0.01,0.005,1.05,1.0,True,15,103.15697880943375,755.4843233753008,0.0385812759658214,272.64739472843576,118874.30209551673,1.1524558873118949,2600.0,2.0252906447124274e-16,-6.234534304394001e-14
gasoline_reference,0.01,0.005,1.05,1.1,True,15,104.15873054454555,758.2865972309108,0.042382479284287594,250.60437249797332,118943.37155991944,1.1531254980644394,2600.0,7.266298343427423e-15,3.2282360364237717e-14
gasoline_reference,0.01,0.005,1.08,0.7,True,17,52.70475311285754,362.9880605157555,0.02516999370515369,213.52365789100463,109494.12716820251,1.0615174958476694,1793.3990896282612,5.1068969834535044e-15,-4.386076576063811e-14
gasoline_reference,0.01,0.005,1.08,0.8,True,16,70.13755436322296,489.2048619536624,0.029575429308771765,241.82371311035234,112447.4801526767,1.09014949598789,2155.7741187876354,-2.0009780311378837e-15,-2.4935637020898562e-14
gasoline_reference,0.01,0.005,1.08,0.9,True,16,93.19902393719981,616.4015620902227,0.03343005274597194,284.2847914858042,115483.95618982232,1.11958735281651,2553.1128645851677,-9.04566312271891e-15,5.046989864757682e-14
gasoline_reference,0.01,0.005,1.08,1.0,True,15,103.15697880943375,755.4843233753008,0.0385812759658214,272.64739472843576,118874.30209551673,1.1524558873118949,2600.0,2.0252906447124274e-16,-6.234534304394001e-14
gasoline_reference,0.01,0.005,1.08,1.1,True,15,104.15969972031367,758.2865972309108,0.04238222072754159,250.60823317050713,118943.37155991944,1.1531254980644394,2600.0,6.9840531086112015e-15,2.8173192720234823e-14
gasoline_reference,0.01,0.006,1.01,0.7,True,16,37.89027215477645,269.49659373743816,0.02387043691161994,161.8626628973152,107344.4067319881,1.0406765072646254,1825.4468000581974,-3.058002738298979e-15,-3.7393317444644215e-14
gasoline_reference,0.01,0.006,1.01,0.8,True,15,49.794512402117796,365.32931892432856,0.028549280799249458,177.85481872841052,109548.37356891083,1.0620434007973494,2211.781933736525,-3.619387780036161e-15,1.0202931808591878e-14
gasoline_reference,0.01,0.006,1.01,0.9,True,16,69.49312455282245,465.01745836240775,0.03212727132989415,220.57044642652218,111876.9339959418,1.0846181972486217,2600.0,-6.581714441532482e-15,-9.952170032112668e-14
gasoline_reference,0.01,0.006,1.01,1.0,True,15,84.44973734528766,573.8960048768417,0.03654004515251861,235.67230416184034,114462.47871802526,1.1096843905666616,2600.0,-3.1052914968808533e-16,-8.832535827320137e-14
gasoline_reference,0.01,0.006,1.01,1.1,True,15,85.32629874689201,576.0842799773071,0.04012641370015785,216.83624875068713,114514.90002574329,1.1101926017076336,2600.0,-2.6916728926957026e-16,-3.1611961389897826e-14
gasoline_reference,0.01,0.006,1.02,0.7,True,16,37.794658274397115,269.49659373743816,0.02388254175919664,161.37237901624232,107344.4067319881,1.0406765072646254,1825.4468000569614,-1.1449875882686344e-15,-2.909004707640573e-14
gasoline_reference,0.01,0.006,1.02,0.8,True,15,49.796044066422944,365.32931892432856,0.028548983915489486,177.8621390764976,109548.37356891083,1.0620434007973494,2211.7819337363885,-2.6023701569916396e-15,-5.29156492429031e-15
gasoline_reference,0.01,0.006,1.02,0.9,True,15,69.59546545083523,465.01745836240775,0.03211708775051869,220.96531609973206,111876.9339959418,1.0846181972486217,2600.0,-5.621617063229634e-15,-9.331650308859237e-14
gasoline_reference,0.01,0.006,1.02,1.0,True,15,84.44947316380234,573.8960048768417,0.03654010956162687,235.67115149815558,114462.47871802526,1.1096843905666616,2600.0,-1.0785331889017398e-15,-7.391783357158763e-14
gasoline_reference,0.01,0.006,1.02,1.1,True,15,85.32569055047895,576.0842799773072,0.04012657650340406,216.83382341496252,114514.90002574329,1.1101926017076336,2600.0,9.164276670382651e-16,-3.1002594403720395e-14
gasoline_reference,0.01,0.006,1.03,0.7,True,16,37.70023818764931,269.49659373743816,0.023894643410419334,160.88770798024214,107344.4067319881,1.0406765072646254,1825.4468000456686,-2.044376156519281e-15,-5.259069600450476e-14
gasoline_reference,0.01,0.006,1.03,0.8,True,15,49.79757050872123,365.32931892432856,0.028548687985955796,177.86943497941104,109548.37356891083,1.0620434007973494,2211.781933734947,-1.728130046476664e-15,-1.0193474836750396e-14
gasoline_reference,0.01,0.006,1.03,0.9,True,15,69.6879207923878,465.01745836240775,0.03211650974139177,221.26284348119842,111876.9339959418,1.0846181972486217,2600.0,-5.879596883002173e-15,-1.074180057979042e-13
gasoline_reference,0.01,0.006,1.03,1.0,True,15,84.4491439739955,573.8960048768417,0.03654018983388061,235.66971511063193,114462.47871802526,1.1096843905666616,2600.0,-9.500200729248166e-16,-8.392208270153251e-14
gasoline_reference,0.01,0.006,1.03,1.1,True,15,85.32528653650213,576.0842799773072,0.040126684672619255,216.832212200249,114514.90002574329,1.1101926017076336,2600.0,4.500356497403799e-16,-2.1951957233272416e-14
gasoline_reference,0.01,0.006,1.05,0.7,True,16,37.70023818764931,269.49659373743816,0.023894643410419334,160.88770798024214,107344.4067319881,1.0406765072646254,1825.4468000456686,-2.044376156519281e-15,-5.259069600450476e-14
gasoline_reference,0.01,0.006,1.05,0.8,True,15,49.798483875127744,365.32931892432856,0.028548510885025302,177.87380082168755,109548.37356891083,1.0620434007973494,2211.7819337339033,-3.981252478806091e-15,-1.5202878610996052e-14
gasoline_reference,0.01,0.006,1.05,0.9,True,15,69.76212567125032,465.01745836240775,0.03211650974139177,221.49844790604865,111876.9339959418,1.0846181972486217,2600.0,-6.35090536869807e-15,-1.0380009149715011e-13
gasoline_reference,0.01,0.006,1.05,1.0,True,15,84.44861965549185,573.8960048768417,0.0365403177192861,235.6674271084965,114462.47871802526,1.1096843905666616,2600.0,-2.200655722688522e-15,-9.31227132943857e-14
gasoline_reference,0.01,0.006,1.05,1.1,True,15,85.32448197137658,576.0842799773072,0.040126900136118394,216.82900332448182,114514.90002574329,1.1101926017076336,2600.0,1.1480718546004654e-15,-2.1372702485069016e-14
gasoline_reference,0.01,0.006,1.08,0.7,True,16,37.70023818764931,269.49659373743816,0.023894643410419334,160.88770798024214,107344.4067319881,1.0406765072646254,1825.4468000456686,-2.044376156519281e-15,-5.259069600450476e-14
gasoline_reference,0.01,0.006,1.08,0.8,True,15,49.798483875127744,365.32931892432856,0.028548510885025302,177.87380082168755,109548.37356891083,1.0620434007973494,2211.7819337339033,-3.981252478806091e-15,-1.5202878610996052e-14
gasoline_reference,0.01,0.006,1.08,0.9,True,15,69.76212567125032,465.01745836240775,0.03211650974139177,221.49844790604865,111876.9339959418,1.0846181972486217,2600.0,-6.35090536869807e-15,-1.0380009149715011e-13
gasoline_reference,0.01,0.006,1.08,1.0,True,15,84.44861965549185,573.8960048768417,0.0365403177192861,235.6674271084965,114462.47871802526,1.1096843905666616,2600.0,-2.200655722688522e-15,-9.31227132943857e-14
gasoline_reference,0.01,0.006,1.08,1.1,True,15,85.3242815486274,576.0842799773072,0.04012695382038637,216.82820391819885,114514.90002574329,1.1101926017076336,2600.0,3.2468178428782683e-16,-2.0127810769982392e-14
gasoline_reference,0.014,0.002,1.01,0.7,True,20,130.1829893731871,1345.0371638987738,0.0290692784380151,456.66666684154757,134083.5043148295,1.2999052041952048,1571.7203792780874,3.1659136450926864e-15,-2.1701218584211195e-14
gasoline_reference,0.014,0.002,1.01,0.8,True,19,168.64149655218267,1726.5223269000562,0.033394210273855036,514.9589309191058,144675.64800891076,1.4025933221846512,1805.276436083861,-1.1078288939498183e-14,-1.836492763827117e-14
gasoline_reference,0.014,0.002,1.01,0.9,True,18,200.45629088260137,2044.9274900237401,0.037769736871513526,541.1965947810882,156293.91656780033,1.515229457707906,2041.7844878976398,-7.840315941955256e-15,-1.1772552696688892e-14
gasoline_reference,0.014,0.002,1.01,1.0,True,17,243.19207854960007,2396.8525067913074,0.041806411298284225,593.1791265111691,168900.19485404613,1.6374440942775703,2276.161535343592,8.489879304660778e-15,1.4520847460785175e-16
gasoline_reference,0.014,0.002,1.01,1.1,True,18,231.45425267769778,2404.3855241875754,0.04626496975672801,510.1433228189153,169170.0344764314,1.640060120247574,2264.475939932542,-3.743995611031913e-15,-9.916235586478643e-15
gasoline_reference,0.014,0.002,1.02,0.7,True,20,130.08504854705663,1345.0371638993208,0.029081227950592342,456.13559817632347,134083.50431484423,1.2999052041953476,1571.7203792780874,1.0608390247374873e-15,-2.0955903051029218e-14
gasoline_reference,0.014,0.002,1.02,0.8,True,19,168.64112452672202,1726.5223269005007,0.033394282798725916,514.9566765401207,144675.64800892345,1.4025933221847742,1805.276436083861,-1.3182563159742418e-14,-8.942694538835902e-15
gasoline_reference,0.014,0.002,1.02,0.9,True,18,200.45604463223347,2044.927490023868,0.037769790919323996,541.1951555080892,156293.9165678049,1.5152294577079504,2041.7844878976398,-8.034158086460347e-15,-8.978212640180023e-15
gasoline_reference,0.014,0.002,1.02,1.0,True,17,242.9994592207804,2396.8525067913884,0.041806411298284184,592.7093013182609,168900.19485404904,1.6374440942775985,2276.161535343592,6.591797088867463e-15,-1.6593932016940344e-15
gasoline_reference,0.014,0.002,1.02,1.1,True,18,232.07496165463178,2404.3855241876545,0.04624655301129705,511.71511305426446,169170.03447643423,1.6400601202476015,2264.475939932542,-3.1383407265220893e-15,-1.1416608529623084e-14
gasoline_reference,0.014,0.002,1.03,0.7,True,20,130.02261882311518,1345.037163899989,0.029093174756724488,455.7294746154654,134083.50431486225,1.2999052041955221,1571.7203792780874,2.9994130390143856e-15,-2.1094853751776774e-14
gasoline_reference,0.014,0.002,1.03,0.8,True,19,168.64087734612804,1726.5223269009311,0.03339433099417198,514.9551785621358,144675.64800893574,1.4025933221848932,1805.276436083861,-9.967573466137992e-15,-1.571367821396396e-14
gasoline_reference,0.014,0.002,1.03,0.9,True,18,200.45573776763118,2044.9274900240384,0.03776985828198408,541.193361807255,156293.91656781101,1.5152294577080097,2041.7844878976398,-7.989861778078856e-15,-4.753212234561286e-15
gasoline_reference,0.014,0.002,1.03,1.0,True,17,242.64813792148053,2396.852506791488,0.041806411298284135,591.8523800620828,168900.19485405262,1.6374440942776334,2276.161535343592,6.835543736924985e-15,8.959928833728557e-16
gasoline_reference,0.014,0.002,1.03,1.1,True,18,232.72840045775635,2404.3855241877072,0.04622813994449943,513.3603113863373,169170.03447643612,1.6400601202476197,2264.475939932542,-1.2788907900141717e-15,-8.159626464051998e-15
gasoline_reference,0.014,0.002,1.05,0.7,True,20,130.02261882311518,1345.037163899989,0.029093174756724488,455.7294746154654,134083.50431486225,1.2999052041955221,1571.7203792780874,2.9994130390143856e-15,-2.1094853751776774e-14
gasoline_reference,0.014,0.002,1.05,0.8,True,19,168.64069239822192,1726.5223269012392,0.03339436705992724,514.9540576639552,144675.64800894458,1.402593322184979,1805.276436083861,-1.058705320613839e-14,-5.7862076640513145e-15
gasoline_reference,0.014,0.002,1.05,0.9,True,18,200.45543195265057,2044.9274900242785,0.03776992542643091,541.1915740732964,156293.9165678196,1.5152294577080927,2041.7844878976398,-8.16488207588484e-15,-8.455904756796013e-15
gasoline_reference,0.014,0.002,1.05,1.0,True,17,241.9814147946429,2396.852506791728,0.0418170013537543,590.0766767516706,168900.1948540612,1.6374440942777166,2276.161535343592,4.416644759413351e-15,-1.0378248054391004e-15
gasoline_reference,0.014,0.002,1.05,1.1,True,18,233.6866156313455,2404.385524187846,0.046202367808499664,515.7615118404957,169170.03447644107,1.6400601202476677,2264.475939932542,-3.3268120896645725e-15,-9.579992181613418e-15
gasoline_reference,0.014,0.002,1.08,0.7,True,20,130.02261882311518,1345.037163899989,0.029093174756724488,455.7294746154654,134083.50431486225,1.2999052041955221,1571.7203792780874,2.9994130390143856e-15,-2.1094853751776774e-14
gasoline_reference,0.014,0.002,1.08,0.8,True,19,168.64069239822192,1726.5223269012392,0.03339436705992724,514.9540576639552,144675.64800894458,1.402593322184979,1805.276436083861,-1.058705320613839e-14,-5.7862076640513145e-15
gasoline_reference,0.014,0.002,1.08,0.9,True,18,200.45543195265057,2044.9274900242785,0.03776992542643091,541.1915740732964,156293.9165678196,1.5152294577080927,2041.7844878976398,-8.16488207588484e-15,-8.455904756796013e-15
gasoline_reference,0.014,0.002,1.08,1.0,True,17,241.9814147946429,2396.852506791728,0.0418170013537543,590.0766767516706,168900.1948540612,1.6374440942777166,2276.161535343592,4.416644759413351e-15,-1.0378248054391004e-15
gasoline_reference,0.014,0.002,1.08,1.1,True,18,233.9697414123023,2404.3855241879155,0.0461950056565681,516.4686858966883,169170.03447644357,1.6400601202476919,2264.475939932542,-3.085689948622455e-15,-1.035487878925801e-14
gasoline_reference,0.014,0.003,1.01,0.7,True,19,102.58280296216456,785.555465492329,0.02770676412411734,377.5444396344565,119617.0616153376,1.159656750462172,1666.6240058198614,-3.968196926199139e-15,6.846208224019695e-14
gasoline_reference,0.014,0.003,1.01,0.8,True,18,128.0402944087877,1029.0065419495318,0.032328914138264005,403.8637473708823,125759.55630795566,1.2192066619779658,1945.6596838899547,8.196879891175244e-15,-4.314119180208367e-14
gasoline_reference,0.014,0.003,1.01,0.9,True,17,158.46436557150454,1271.0922017874457,0.03661443023566357,441.32513250235513,132099.81644590478,1.2806738587922717,2235.2782049860043,-4.545492757148382e-15,7.484536679102487e-15
gasoline_reference,0.014,0.003,1.01,1.0,True,17,190.55184019065746,1510.0884761900502,0.040793948427968164,476.3177097169032,138591.999302201,1.3436139074180218,2534.260535682307,-5.056044795692171e-15,5.28311039887609e-16
gasoline_reference,0.014,0.003,1.01,1.1,True,17,188.20820245455653,1513.2684163663464,0.045011505897031096,426.3775486591804,138679.96556485037,1.3444667177856793,2519.5751636515524,-2.58732116631412e-14,1.3139034072167413e-14
gasoline_reference,0.014,0.003,1.02,0.7,True,19,102.26815026833,785.5554654929225,0.027721259994222494,376.1895776801399,119617.06161535233,1.1596567504623148,1666.6240058198614,-2.451653445502816e-15,5.405326173153172e-14
gasoline_reference,0.014,0.003,1.02,0.8,True,18,128.04038804945912,1029.00654194996,0.03232889578248275,403.8642720385296,125759.55630796672,1.219206661978073,1945.6596838899547,9.642306479773203e-15,-5.187646809312182e-14
gasoline_reference,0.014,0.003,1.02,0.9,True,17,158.12660090362866,1271.0922017874677,0.03662682358688207,440.23544182594713,132099.81644590542,1.280673858792278,2235.2782049860043,-3.1125820310720997e-15,1.9280425705945392e-14
gasoline_reference,0.014,0.003,1.02,1.0,True,17,190.55089231986412,1510.0884761900634,0.04079417645321472,476.31267791083144,138591.99930220138,1.3436139074180256,2534.260535682307,-5.252695083973693e-15,4.399206724483007e-15
gasoline_reference,0.014,0.003,1.02,1.1,True,17,188.68176951793444,1513.2684163663669,0.044992702825701184,427.6290317924548,138679.96556485092,1.3444667177856846,2519.5751636515524,-2.7067078939653596e-14,9.847709755576749e-15
gasoline_reference,0.014,0.003,1.03,0.7,True,19,102.05398243217633,785.5554654934078,0.027730921415932464,375.27097972757934,119617.06161536436,1.1596567504624316,1666.6240058198614,-1.3949884371867811e-15,5.346911284743057e-14
gasoline_reference,0.014,0.003,1.03,0.8,True,18,128.0404413648129,1029.0065419501043,0.032328885329561664,403.8645707872903,125759.55630797037,1.2192066619781083,1945.6596838899547,6.776749615548573e-15,-4.901523053067025e-14
gasoline_reference,0.014,0.003,1.03,0.9,True,17,157.71005829800947,1271.092201787492,0.03664231153818244,438.89016998448784,132099.8164459061,1.2806738587922843,2235.2782049860043,-5.150646314323721e-15,1.4381293022436206e-14
gasoline_reference,0.014,0.003,1.03,1.0,True,17,190.5499470653081,1510.0884761901043,0.040794403891254286,476.3076595567981,138591.99930220252,1.3436139074180364,2534.260535682307,-4.411055874584461e-15,5.5388494076509085e-15
gasoline_reference,0.014,0.003,1.03,1.1,True,17,189.14506264270022,1513.2684163664,0.04497390472131419,428.8582193977914,138679.96556485182,1.3444667177856933,2519.5751636515524,-2.824695715065409e-14,1.1840659249432002e-14
gasoline_reference,0.014,0.003,1.05,0.7,True,19,102.05398243217633,785.5554654934078,0.027730921415932464,375.27097972757934,119617.06161536436,1.1596567504624316,1666.6240058198614,-1.3949884371867811e-15,5.346911284743057e-14
gasoline_reference,0.014,0.003,1.05,0.8,True,18,128.0404812592801,1029.0065419502578,0.03232887750703775,403.8647943441943,125759.5563079743,1.2192066619781465,1945.6596838899547,8.068776288015917e-15,-4.977132262126061e-14
gasoline_reference,0.014,0.003,1.05,0.9,True,17,157.3005045982392,1271.092201787521,0.036657795349083505,437.56552547954567,132099.81644590682,1.2806738587922915,2235.2782049860043,-3.536121973605336e-15,1.2174415627799399e-14
