time_s,mode,downrange_m,altitude_m,velocity_m_s,mach,flight_path_angle_deg,dynamic_pressure_pa,air_density_kg_m3,static_temperature_k,mass_kg,thrust_n,drag_n,thrust_to_weight,along_path_accel_m_s2,along_path_accel_g,load_n_roll_axial_g,load_n_yaw_normal_g,load_n_total_g,axial_force_n,normal_force_n,turn_radius_m,fuel_burned_kg,fuel_flow_kg_s,specific_impulse_s,stall_speed_m_s
74.96,v3_climb,0.0,716.5359,122.26407,0.362229,6.0,8542.496,1.142923,283.4925,22.120316,91.0952,69.9708,0.419936,-0.0701,-0.007148,0.097381,1.148375,1.152496,21.124,249.113,2640.205,0.5593021,0.00613618,1513.829,46.8237
74.98,v3_climb,0.0,716.7915,122.26266,0.362226,6.0,8542.087,1.142895,283.4909,22.120194,91.0952,69.9685,0.419939,-0.06999,-0.007137,0.097392,1.148375,1.152497,21.127,249.111,2640.144,0.5594249,0.00613618,1513.829,46.8242
75.0,v3_climb,0.0,717.0471,122.26126,0.362223,6.0,8541.679,1.142866,283.4892,22.120071,91.0952,69.9662,0.419941,-0.06988,-0.007126,0.097403,1.148375,1.152498,21.129,249.11,2640.084,0.5595476,0.00613618,1513.829,46.8246
75.02,v3_climb,0.0,717.3027,122.25987,0.36222,6.0,8541.27,1.142838,283.4875,22.119948,91.0952,69.9639,0.419943,-0.06977,-0.007115,0.097414,1.148375,1.152499,21.131,249.108,2640.023,0.5596703,0.00613618,1513.829,46.8251
75.04,v3_climb,0.0,717.5582,122.25847,0.362217,6.0,8540.862,1.142809,283.4859,22.119825,91.0952,69.9616,0.419946,-0.06966,-0.007104,0.097425,1.148375,1.1525,21.134,249.107,2639.963,0.559793,0.00613618,1513.829,46.8255
75.06,v3_climb,0.0,717.8138,122.25708,0.362213,6.0,8540.455,1.142781,283.4842,22.119703,91.0952,69.9594,0.419948,-0.06955,-0.007092,0.097436,1.148375,1.152501,21.136,249.106,2639.903,0.5599158,0.00613618,1513.829,46.826
75.08,v3_climb,0.0,718.0694,122.25569,0.36221,6.0,8540.047,1.142752,283.4825,22.11958,91.0952,69.9571,0.41995,-0.06944,-0.007081,0.097447,1.148375,1.152502,21.138,249.104,2639.843,0.5600385,0.00613618,1513.829,46.8264
75.1,v3_climb,0.0,718.325,122.2543,0.362207,6.0,8539.64,1.142724,283.4809,22.119457,91.0952,69.9548,0.419953,-0.06934,-0.00707,0.097458,1.148375,1.152503,21.14,249.103,2639.783,0.5601612,0.00613618,1513.829,46.8269
75.12,v3_climb,0.0,718.5806,122.25291,0.362204,6.0,8539.234,1.142695,283.4792,22.119335,91.0952,69.9525,0.419955,-0.06923,-0.007059,0.097469,1.148375,1.152504,21.143,249.102,2639.723,0.5602839,0.00613618,1513.829,46.8273
75.14,v3_climb,0.0,718.8362,122.25153,0.362201,6.0,8538.827,1.142667,283.4776,22.119212,91.0952,69.9502,0.419957,-0.06912,-0.007048,0.09748,1.148375,1.152505,21.145,249.1,2639.663,0.5604067,0.00613618,1513.829,46.8278
75.16,v3_climb,0.0,719.0917,122.25014,0.362198,6.0,8538.421,1.142638,283.4759,22.119089,91.0952,69.948,0.41996,-0.06901,-0.007037,0.097491,1.148375,1.152506,21.147,249.099,2639.604,0.5605294,0.00613618,1513.829,46.8282
75.18,v3_climb,0.0,719.3473,122.24876,0.362195,6.0,8538.015,1.14261,283.4742,22.118966,91.0952,69.9457,0.419962,-0.0689,-0.007026,0.097502,1.148375,1.152507,21.149,249.097,2639.544,0.5606521,0.00613618,1513.829,46.8287
75.2,v3_climb,0.0,719.6029,122.24739,0.362192,6.0,8537.61,1.142581,283.4726,22.118844,91.0952,69.9434,0.419964,-0.0688,-0.007015,0.097513,1.148375,1.152508,21.152,249.096,2639.484,0.5607748,0.00613618,1513.829,46.8292
75.22,v3_climb,0.0,719.8584,122.24601,0.362189,6.0,8537.205,1.142553,283.4709,22.118721,91.0952,69.9412,0.419967,-0.06869,-0.007004,0.097524,1.148375,1.152509,21.154,249.095,2639.425,0.5608975,0.00613618,1513.829,46.8296
75.24,v3_climb,0.0,720.114,122.24464,0.362186,6.0,8536.8,1.142524,283.4693,22.118598,91.0952,69.9389,0.419969,-0.06858,-0.006993,0.097535,1.148375,1.15251,21.156,249.093,2639.366,0.5610203,0.00613618,1513.829,46.8301
75.26,v3_climb,0.0,720.3695,122.24326,0.362183,6.0,8536.396,1.142496,283.4676,22.118476,91.0952,69.9366,0.419971,-0.06847,-0.006982,0.097546,1.148375,1.15251,21.159,249.092,2639.307,0.561143,0.00613618,1513.829,46.8305
75.28,v3_climb,0.0,720.6251,122.24189,0.36218,6.0,8535.992,1.142467,283.4659,22.118353,91.0952,69.9344,0.419974,-0.06837,-0.006971,0.097557,1.148375,1.152511,21.161,249.091,2639.247,0.5612657,0.00613618,1513.829,46.831
75.3,v3_climb,0.0,720.8807,122.24053,0.362177,6.0,8535.588,1.142439,283.4643,22.11823,91.0952,69.9321,0.419976,-0.06826,-0.00696,0.097568,1.148375,1.152512,21.163,249.089,2639.188,0.5613884,0.00613618,1513.829,46.8314
75.32,v3_climb,0.0,721.1362,122.23916,0.362174,6.0,8535.184,1.14241,283.4626,22.118107,91.0952,69.9299,0.419978,-0.06815,-0.006949,0.097579,1.148375,1.152513,21.165,249.088,2639.129,0.5615112,0.00613618,1513.829,46.8319
75.34,v3_climb,0.0,721.3917,122.2378,0.362171,6.0,8534.781,1.142382,283.461,22.117985,91.0952,69.9276,0.419981,-0.06804,-0.006938,0.09759,1.148375,1.152514,21.168,249.086,2639.071,0.5616339,0.00613618,1513.829,46.8323
75.36,v3_climb,0.0,721.6473,122.23644,0.362168,6.0,8534.378,1.142353,283.4593,22.117862,91.0952,69.9253,0.419983,-0.06794,-0.006928,0.097601,1.148375,1.152515,21.17,249.085,2639.012,0.5617566,0.00613618,1513.829,46.8328
75.38,v3_climb,0.0,721.9028,122.23508,0.362165,6.0,8533.976,1.142325,283.4576,22.117739,91.0952,69.9231,0.419985,-0.06783,-0.006917,0.097612,1.148375,1.152516,21.172,249.084,2638.953,0.5618793,0.00613618,1513.829,46.8332
75.4,v3_climb,0.0,722.1584,122.23372,0.362162,6.0,8533.573,1.142296,283.456,22.117616,91.0952,69.9208,0.419988,-0.06772,-0.006906,0.097623,1.148375,1.152517,21.174,249.082,2638.895,0.5620021,0.00613618,1513.829,46.8337
75.42,v3_climb,0.0,722.4139,122.23237,0.362159,6.0,8533.171,1.142268,283.4543,22.117494,91.0952,69.9186,0.41999,-0.06761,-0.006895,0.097634,1.148375,1.152518,21.177,249.081,2638.836,0.5621248,0.00613618,1513.829,46.8342
75.44,v3_climb,0.0,722.6694,122.23102,0.362156,6.0,8532.77,1.14224,283.4526,22.117371,91.0952,69.9163,0.419992,-0.06751,-0.006884,0.097645,1.148375,1.152519,21.179,249.079,2638.778,0.5622475,0.00613618,1513.829,46.8346
75.46,v3_climb,0.0,722.925,122.22967,0.362153,6.0,8532.369,1.142211,283.451,22.117248,91.0952,69.9141,0.419995,-0.0674,-0.006873,0.097656,1.148375,1.15252,21.181,249.078,2638.719,0.5623702,0.00613618,1513.829,46.8351
75.48,v3_climb,0.0,723.1805,122.22832,0.362151,6.0,8531.968,1.142183,283.4493,22.117126,91.0952,69.9119,0.419997,-0.06729,-0.006862,0.097666,1.148375,1.152521,21.183,249.077,2638.661,0.562493,0.00613618,1513.829,46.8355
75.5,v3_climb,0.0,723.436,122.22697,0.362148,6.0,8531.567,1.142154,283.4477,22.117003,91.0952,69.9096,0.419999,-0.06719,-0.006851,0.097677,1.148375,1.152522,21.186,249.075,2638.603,0.5626157,0.00613618,1513.829,46.836
75.52,v3_climb,0.0,723.6915,122.22563,0.362145,6.0,8531.167,1.142126,283.446,22.11688,91.0952,69.9074,0.420002,-0.06708,-0.00684,0.097688,1.148375,1.152522,21.188,249.074,2638.545,0.5627384,0.00613618,1513.829,46.8364
75.54,v3_climb,0.0,723.9471,122.22429,0.362142,6.0,8530.767,1.142097,283.4443,22.116757,91.0952,69.9051,0.420004,-0.06697,-0.006829,0.097699,1.148375,1.152523,21.19,249.073,2638.487,0.5628611,0.00613618,1513.829,46.8369
75.56,v3_climb,0.0,724.2026,122.22295,0.362139,6.0,8530.367,1.142069,283.4427,22.116635,91.0952,69.9029,0.420006,-0.06687,-0.006819,0.09771,1.148375,1.152524,21.192,249.071,2638.429,0.5629838,0.00613618,1513.829,46.8373
75.58,v3_climb,0.0,724.4581,122.22161,0.362136,6.0,8529.967,1.14204,283.441,22.116512,91.0952,69.9007,0.420009,-0.06676,-0.006808,0.097721,1.148375,1.152525,21.195,249.07,2638.372,0.5631066,0.00613618,1513.829,46.8378
75.6,v3_climb,0.0,724.7136,122.22027,0.362133,6.0,8529.568,1.142012,283.4394,22.116389,91.0952,69.8984,0.420011,-0.06665,-0.006797,0.097732,1.148375,1.152526,21.197,249.068,2638.314,0.5632293,0.00613618,1513.829,46.8382
75.62,v3_climb,0.0,724.9691,122.21894,0.36213,6.0,8529.17,1.141983,283.4377,22.116266,91.0952,69.8962,0.420013,-0.06655,-0.006786,0.097742,1.148375,1.152527,21.199,249.067,2638.256,0.563352,0.00613618,1513.829,46.8387
75.64,v3_climb,0.0,725.2246,122.21761,0.362127,6.0,8528.771,1.141955,283.436,22.116144,91.0952,69.894,0.420016,-0.06644,-0.006775,0.097753,1.148375,1.152528,21.201,249.066,2638.199,0.5634747,0.00613618,1513.829,46.8391
75.66,v3_climb,0.0,725.4801,122.21628,0.362124,6.0,8528.373,1.141926,283.4344,22.116021,91.0952,69.8917,0.420018,-0.06634,-0.006764,0.097764,1.148375,1.152529,21.203,249.064,2638.142,0.5635975,0.00613618,1513.829,46.8396
75.68,v3_climb,0.0,725.7356,122.21496,0.362122,6.0,8527.975,1.141898,283.4327,22.115898,91.0952,69.8895,0.42002,-0.06623,-0.006754,0.097775,1.148375,1.15253,21.206,249.063,2638.084,0.5637202,0.00613618,1513.829,46.8401
75.7,v3_climb,0.0,725.9911,122.21363,0.362119,6.0,8527.578,1.141869,283.4311,22.115776,91.0952,69.8873,0.420023,-0.06612,-0.006743,0.097786,1.148375,1.152531,21.208,249.061,2638.027,0.5638429,0.00613618,1513.829,46.8405
75.72,v3_climb,0.0,726.2466,122.21231,0.362116,6.0,8527.181,1.141841,283.4294,22.115653,91.0952,69.8851,0.420025,-0.06602,-0.006732,0.097796,1.148375,1.152532,21.21,249.06,2637.97,0.5639656,0.00613618,1513.829,46.841
75.74,v3_climb,0.0,726.5021,122.21099,0.362113,6.0,8526.784,1.141812,283.4277,22.11553,91.0952,69.8828,0.420027,-0.06591,-0.006721,0.097807,1.148375,1.152533,21.212,249.059,2637.913,0.5640884,0.00613618,1513.829,46.8414
75.76,v3_climb,0.0,726.7576,122.20967,0.36211,6.0,8526.387,1.141784,283.4261,22.115407,91.0952,69.8806,0.42003,-0.06581,-0.00671,0.097818,1.148375,1.152533,21.215,249.057,2637.856,0.5642111,0.00613618,1513.829,46.8419
75.78,v3_climb,0.0,727.0131,122.20835,0.362107,6.0,8525.991,1.141755,283.4244,22.115285,91.0952,69.8784,0.420032,-0.0657,-0.0067,0.097829,1.148375,1.152534,21.217,249.056,2637.799,0.5643338,0.00613618,1513.829,46.8423
75.8,v3_climb,0.0,727.2685,122.20704,0.362104,6.0,8525.595,1.141727,283.4228,22.115162,91.0952,69.8762,0.420034,-0.0656,-0.006689,0.09784,1.148375,1.152535,21.219,249.055,2637.743,0.5644565,0.00613618,1513.829,46.8428
75.82,v3_climb,0.0,727.524,122.20573,0.362102,6.0,8525.199,1.141698,283.4211,22.115039,91.0952,69.874,0.420037,-0.06549,-0.006678,0.09785,1.148375,1.152536,21.221,249.053,2637.686,0.5645793,0.00613618,1513.829,46.8432
75.84,v3_climb,0.0,727.7795,122.20442,0.362099,6.0,8524.804,1.14167,283.4194,22.114917,91.0952,69.8718,0.420039,-0.06538,-0.006667,0.097861,1.148375,1.152537,21.223,249.052,2637.629,0.564702,0.00613618,1513.829,46.8437
75.86,v3_climb,0.0,728.035,122.20311,0.362096,6.0,8524.409,1.141642,283.4178,22.114794,91.0952,69.8695,0.420041,-0.06528,-0.006657,0.097872,1.148375,1.152538,21.226,249.05,2637.573,0.5648247,0.00613618,1513.829,46.8441
75.88,v3_climb,0.0,728.2904,122.2018,0.362093,6.0,8524.014,1.141613,283.4161,22.114671,91.0952,69.8673,0.420044,-0.06517,-0.006646,0.097883,1.148375,1.152539,21.228,249.049,2637.517,0.5649474,0.00613618,1513.829,46.8446
75.9,v3_climb,0.0,728.5459,122.2005,0.36209,6.0,8523.62,1.141585,283.4145,22.114548,91.0952,69.8651,0.420046,-0.06507,-0.006635,0.097893,1.148375,1.15254,21.23,249.048,2637.46,0.5650701,0.00613618,1513.829,46.845
75.92,v3_climb,0.0,728.8014,122.1992,0.362088,6.0,8523.226,1.141556,283.4128,22.114426,91.0952,69.8629,0.420048,-0.06496,-0.006625,0.097904,1.148375,1.152541,21.232,249.046,2637.404,0.5651929,0.00613618,1513.829,46.8455
75.94,v3_climb,0.0,729.0568,122.1979,0.362085,6.0,8522.832,1.141528,283.4111,22.114303,91.0952,69.8607,0.420051,-0.06486,-0.006614,0.097915,1.148375,1.152542,21.234,249.045,2637.348,0.5653156,0.00613618,1513.829,46.846
75.96,v3_climb,0.0,729.3123,122.1966,0.362082,6.0,8522.439,1.141499,283.4095,22.11418,91.0952,69.8585,0.420053,-0.06475,-0.006603,0.097925,1.148375,1.152543,21.237,249.044,2637.292,0.5654383,0.00613618,1513.829,46.8464
75.98,v3_climb,0.0,729.5678,122.19531,0.362079,6.0,8522.045,1.141471,283.4078,22.114057,91.0952,69.8563,0.420055,-0.06465,-0.006592,0.097936,1.148375,1.152544,21.239,249.042,2637.236,0.565561,0.00613618,1513.829,46.8469
76.0,v3_climb,0.0,729.8232,122.19402,0.362076,6.0,8521.653,1.141442,283.4061,22.113935,91.0952,69.8541,0.420058,-0.06454,-0.006582,0.097947,1.148375,1.152544,21.241,249.041,2637.18,0.5656838,0.00613618,1513.829,46.8473
76.02,v3_climb,0.0,730.0787,122.19272,0.362074,6.0,8521.26,1.141414,283.4045,22.113812,91.0952,69.8519,0.42006,-0.06444,-0.006571,0.097957,1.148375,1.152545,21.243,249.039,2637.125,0.5658065,0.00613618,1513.829,46.8478
76.04,v3_climb,0.0,730.3341,122.19144,0.362071,6.0,8520.868,1.141385,283.4028,22.113689,91.0952,69.8497,0.420062,-0.06434,-0.00656,0.097968,1.148375,1.152546,21.245,249.038,2637.069,0.5659292,0.00613618,1513.829,46.8482
76.06,v3_climb,0.0,730.5896,122.19015,0.362068,6.0,8520.476,1.141357,283.4012,22.113567,91.0952,69.8475,0.420065,-0.06423,-0.00655,0.097979,1.148375,1.152547,21.248,249.037,2637.013,0.5660519,0.00613618,1513.829,46.8487
76.08,v3_climb,0.0,730.845,122.18886,0.362065,6.0,8520.084,1.141328,283.3995,22.113444,91.0952,69.8453,0.420067,-0.06413,-0.006539,0.097989,1.148375,1.152548,21.25,249.035,2636.958,0.5661747,0.00613618,1513.829,46.8491
76.1,v3_climb,0.0,731.1005,122.18758,0.362063,6.0,8519.693,1.1413,283.3978,22.113321,91.0952,69.8431,0.420069,-0.06402,-0.006528,0.098,1.148375,1.152549,21.252,249.034,2636.903,0.5662974,0.00613618,1513.829,46.8496
76.12,v3_climb,0.0,731.3559,122.1863,0.36206,6.0,8519.302,1.141272,283.3962,22.113198,91.0952,69.841,0.420072,-0.06392,-0.006518,0.098011,1.148375,1.15255,21.254,249.032,2636.847,0.5664201,0.00613618,1513.829,46.85
76.14,v3_climb,0.0,731.6113,122.18502,0.362057,6.0,8518.911,1.141243,283.3945,22.113076,91.0952,69.8388,0.420074,-0.06381,-0.006507,0.098021,1.148375,1.152551,21.256,249.031,2636.792,0.5665428,0.00613618,1513.829,46.8505
76.16,v3_climb,0.0,731.8668,122.18375,0.362055,6.0,8518.521,1.141215,283.3929,22.112953,91.0952,69.8366,0.420076,-0.06371,-0.006497,0.098032,1.148375,1.152552,21.259,249.03,2636.737,0.5666656,0.00613618,1513.829,46.851
76.18,v3_climb,0.0,732.1222,122.18247,0.362052,6.0,8518.131,1.141186,283.3912,22.11283,91.0952,69.8344,0.420079,-0.06361,-0.006486,0.098043,1.148375,1.152553,21.261,249.028,2636.682,0.5667883,0.00613618,1513.829,46.8514
76.2,v3_climb,0.0,732.3776,122.1812,0.362049,6.0,8517.741,1.141158,283.3895,22.112707,91.0952,69.8322,0.420081,-0.0635,-0.006475,0.098053,1.148375,1.152553,21.263,249.027,2636.627,0.566911,0.00613618,1513.829,46.8519
76.22,v3_climb,0.0,732.633,122.17993,0.362046,6.0,8517.352,1.141129,283.3879,22.112585,91.0952,69.83,0.420083,-0.0634,-0.006465,0.098064,1.148375,1.152554,21.265,249.026,2636.572,0.5670337,0.00613618,1513.829,46.8523
76.24,v3_climb,0.0,732.8885,122.17866,0.362044,6.0,8516.963,1.141101,283.3862,22.112462,91.0952,69.8279,0.420086,-0.06329,-0.006454,0.098074,1.148375,1.152555,21.267,249.024,2636.518,0.5671564,0.00613618,1513.829,46.8528
76.26,v3_climb,0.0,733.1439,122.1774,0.362041,6.0,8516.574,1.141072,283.3846,22.112339,87.8937,69.8257,0.405324,-0.20797,-0.021207,0.083321,1.148375,1.151394,18.068,249.023,2636.463,0.5672792,0.00613618,1515.031,46.8532
76.28,v3_climb,0.0,733.3993,122.17324,0.36203,6.0,8515.782,1.141044,283.3829,22.112221,87.8937,69.8213,0.405326,-0.20777,-0.021186,0.083342,1.148375,1.151395,18.072,249.021,2636.284,0.5673975,0.00591583,1515.031,46.8537
76.3,v3_climb,0.0,733.6547,122.16908,0.362019,6.0,8514.99,1.141015,283.3812,22.112103,87.8937,69.8169,0.405329,-0.20756,-0.021166,0.083363,1.148375,1.151397,18.077,249.02,2636.104,0.5675158,0.00591583,1515.031,46.8541
76.32,v3_climb,0.0,733.9101,122.16493,0.362007,6.0,8514.199,1.140987,283.3796,22.111984,87.8937,69.8125,0.405331,-0.20736,-0.021145,0.083383,1.148375,1.151398,18.081,249.019,2635.925,0.5676341,0.00591583,1515.031,46.8546
76.34,v3_climb,0.0,734.1655,122.16078,0.361996,6.0,8513.409,1.140959,283.3779,22.111866,87.8937,69.8081,0.405333,-0.20716,-0.021124,0.083404,1.148375,1.1514,18.086,249.017,2635.746,0.5677524,0.00591583,1515.031,46.8551
76.36,v3_climb,0.0,734.4209,122.15664,0.361985,6.0,8512.619,1.14093,283.3763,22.111748,87.8937,69.8037,0.405335,-0.20696,-0.021104,0.083425,1.148375,1.151401,18.09,249.016,2635.567,0.5678708,0.00591583,1515.031,46.8555
76.38,v3_climb,0.0,734.6762,122.1525,0.361974,6.0,8511.83,1.140902,283.3746,22.111629,87.8937,69.7993,0.405337,-0.20675,-0.021083,0.083445,1.148375,1.151403,18.094,249.015,2635.389,0.5679891,0.00591583,1515.031,46.856
76.4,v3_climb,0.0,734.9316,122.14837,0.361962,6.0,8511.042,1.140873,283.3729,22.111511,87.8937,69.795,0.405339,-0.20655,-0.021062,0.083466,1.148375,1.151404,18.099,249.013,2635.21,0.5681074,0.00591583,1515.031,46.8564
76.42,v3_climb,0.0,735.1869,122.14423,0.361951,6.0,8510.254,1.140845,283.3713,22.111393,87.8937,69.7906,0.405342,-0.20635,-0.021042,0.083487,1.148375,1.151406,18.103,249.012,2635.032,0.5682257,0.00591583,1515.031,46.8569
76.44,v3_climb,0.0,735.4423,122.14011,0.36194,6.0,8509.466,1.140816,283.3696,22.111274,87.8937,69.7862,0.405344,-0.20615,-0.021021,0.083507,1.148375,1.151407,18.108,249.011,2634.854,0.568344,0.00591583,1515.031,46.8574
76.46,v3_climb,0.0,735.6976,122.13598,0.361929,6.0,8508.68,1.140788,283.368,22.111156,87.8937,69.7818,0.405346,-0.20595,-0.021001,0.083528,1.148375,1.151409,18.112,249.009,2634.676,0.5684623,0.00591583,1515.031,46.8578
76.48,v3_climb,0.0,735.9529,122.13187,0.361918,6.0,8507.894,1.140759,283.3663,22.111038,87.8937,69.7775,0.405348,-0.20574,-0.02098,0.083548,1.148375,1.15141,18.116,249.008,2634.498,0.5685807,0.00591583,1515.031,46.8583
76.5,v3_climb,0.0,736.2083,122.12775,0.361907,6.0,8507.109,1.140731,283.3646,22.11092,87.8937,69.7731,0.40535,-0.20554,-0.020959,0.083569,1.148375,1.151412,18.121,249.007,2634.321,0.568699,0.00591583,1515.031,46.8587
76.52,v3_climb,0.0,736.4636,122.12364,0.361896,6.0,8506.324,1.140703,283.363,22.110801,87.8937,69.7688,0.405352,-0.20534,-0.020939,0.08359,1.148375,1.151413,18.125,249.005,2634.144,0.5688173,0.00591583,1515.031,46.8592
76.54,v3_climb,0.0,736.7189,122.11953,0.361884,6.0,8505.54,1.140674,283.3613,22.110683,87.8937,69.7644,0.405355,-0.20514,-0.020918,0.08361,1.148375,1.151415,18.129,249.004,2633.966,0.5689356,0.00591583,1515.031,46.8596
76.56,v3_climb,0.0,736.9742,122.11543,0.361873,6.0,8504.756,1.140646,283.3597,22.110565,87.8937,69.7601,0.405357,-0.20494,-0.020898,0.083631,1.148375,1.151416,18.134,249.003,2633.789,0.5690539,0.00591583,1515.031,46.8601
76.58,v3_climb,0.0,737.2294,122.11133,0.361862,6.0,8503.974,1.140617,283.358,22.110446,87.8937,69.7557,0.405359,-0.20474,-0.020877,0.083651,1.148375,1.151418,18.138,249.001,2633.613,0.5691722,0.00591583,1515.031,46.8606
76.6,v3_climb,0.0,737.4847,122.10724,0.361851,6.0,8503.191,1.140589,283.3563,22.110328,87.8937,69.7514,0.405361,-0.20454,-0.020857,0.083672,1.148375,1.151419,18.142,249.0,2633.436,0.5692906,0.00591583,1515.031,46.861
76.62,v3_climb,0.0,737.74,122.10315,0.36184,6.0,8502.41,1.14056,283.3547,22.11021,87.8937,69.747,0.405363,-0.20434,-0.020836,0.083692,1.148375,1.151421,18.147,248.999,2633.26,0.5694089,0.00591583,1515.031,46.8615
76.64,v3_climb,0.0,737.9952,122.09906,0.361829,6.0,8501.629,1.140532,283.353,22.110091,87.8937,69.7427,0.405365,-0.20414,-0.020816,0.083712,1.148375,1.151422,18.151,248.997,2633.083,0.5695272,0.00591583,1515.031,46.8619
76.66,v3_climb,0.0,738.2505,122.09498,0.361818,6.0,8500.848,1.140504,283.3514,22.109973,87.8937,69.7384,0.405368,-0.20393,-0.020796,0.083733,1.148375,1.151424,18.155,248.996,2632.907,0.5696455,0.00591583,1515.031,46.8624
76.68,v3_climb,0.0,738.5057,122.0909,0.361807,6.0,8500.069,1.140475,283.3497,22.109855,87.8937,69.734,0.40537,-0.20373,-0.020775,0.083753,1.148375,1.151425,18.16,248.995,2632.731,0.5697638,0.00591583,1515.031,46.8629
76.7,v3_climb,0.0,738.7609,122.08682,0.361796,6.0,8499.289,1.140447,283.3481,22.109736,87.8937,69.7297,0.405372,-0.20353,-0.020755,0.083774,1.148375,1.151427,18.164,248.993,2632.556,0.5698821,0.00591583,1515.031,46.8633
76.72,v3_climb,0.0,739.0162,122.08275,0.361785,6.0,8498.511,1.140418,283.3464,22.109618,87.8937,69.7254,0.405374,-0.20333,-0.020734,0.083794,1.148375,1.151428,18.168,248.992,2632.38,0.5700005,0.00591583,1515.031,46.8638
76.74,v3_climb,0.0,739.2714,122.07869,0.361774,6.0,8497.733,1.14039,283.3447,22.1095,87.8937,69.7211,0.405376,-0.20313,-0.020714,0.083814,1.148375,1.15143,18.173,248.991,2632.205,0.5701188,0.00591583,1515.031,46.8642
76.76,v3_climb,0.0,739.5266,122.07462,0.361763,6.0,8496.956,1.140362,283.3431,22.109381,87.8937,69.7168,0.405378,-0.20294,-0.020694,0.083835,1.148375,1.151431,18.177,248.989,2632.029,0.5702371,0.00591583,1515.031,46.8647
76.78,v3_climb,0.0,739.7818,122.07056,0.361752,6.0,8496.179,1.140333,283.3414,22.109263,87.8937,69.7124,0.405381,-0.20274,-0.020673,0.083855,1.148375,1.151432,18.181,248.988,2631.854,0.5703554,0.00591583,1515.031,46.8651
76.8,v3_climb,0.0,740.037,122.06651,0.361741,6.0,8495.403,1.140305,283.3398,22.109145,87.8937,69.7081,0.405383,-0.20254,-0.020653,0.083875,1.148375,1.151434,18.186,248.987,2631.68,0.5704737,0.00591583,1515.031,46.8656
76.82,v3_climb,0.0,740.2922,122.06246,0.36173,6.0,8494.627,1.140276,283.3381,22.109026,87.8937,69.7038,0.405385,-0.20234,-0.020633,0.083896,1.148375,1.151435,18.19,248.985,2631.505,0.570592,0.00591583,1515.031,46.8661
76.84,v3_climb,0.0,740.5473,122.05841,0.361719,6.0,8493.853,1.140248,283.3364,22.108908,87.8937,69.6995,0.405387,-0.20214,-0.020612,0.083916,1.148375,1.151437,18.194,248.984,2631.33,0.5707104,0.00591583,1515.031,46.8665
76.86,v3_climb,0.0,740.8025,122.05437,0.361708,6.0,8493.078,1.140219,283.3348,22.10879,87.8937,69.6952,0.405389,-0.20194,-0.020592,0.083936,1.148375,1.151438,18.199,248.983,2631.156,0.5708287,0.00591583,1515.031,46.867
76.88,v3_climb,0.0,741.0576,122.05033,0.361697,6.0,8492.305,1.140191,283.3331,22.108672,87.8937,69.6909,0.405391,-0.20174,-0.020572,0.083957,1.148375,1.15144,18.203,248.981,2630.982,0.570947,0.00591583,1515.031,46.8674
76.9,v3_climb,0.0,741.3128,122.0463,0.361686,6.0,8491.532,1.140163,283.3315,22.108553,87.8937,69.6866,0.405394,-0.20154,-0.020552,0.083977,1.148375,1.151441,18.207,248.98,2630.808,0.5710653,0.00591583,1515.031,46.8679
76.92,v3_climb,0.0,741.5679,122.04227,0.361676,6.0,8490.759,1.140134,283.3298,22.108435,87.8937,69.6824,0.405396,-0.20134,-0.020531,0.083997,1.148375,1.151443,18.211,248.979,2630.634,0.5711836,0.00591583,1515.031,46.8684
76.94,v3_climb,0.0,741.8231,122.03824,0.361665,6.0,8489.987,1.140106,283.3282,22.108317,87.8937,69.6781,0.405398,-0.20115,-0.020511,0.084017,1.148375,1.151444,18.216,248.977,2630.461,0.5713019,0.00591583,1515.031,46.8688
76.96,v3_climb,0.0,742.0782,122.03422,0.361654,6.0,8489.216,1.140077,283.3265,22.108198,87.8937,69.6738,0.4054,-0.20095,-0.020491,0.084037,1.148375,1.151446,18.22,248.976,2630.287,0.5714203,0.00591583,1515.031,46.8693
76.98,v3_climb,0.0,742.3333,122.0302,0.361643,6.0,8488.446,1.140049,283.3248,22.10808,87.8937,69.6695,0.405402,-0.20075,-0.020471,0.084058,1.148375,1.151447,18.224,248.975,2630.114,0.5715386,0.00591583,1515.031,46.8697
77.0,v3_climb,0.0,742.5884,122.02618,0.361632,6.0,8487.676,1.140021,283.3232,22.107962,87.8937,69.6652,0.405404,-0.20055,-0.020451,0.084078,1.148375,1.151449,18.228,248.973,2629.941,0.5716569,0.00591583,1515.031,46.8702
77.02,v3_climb,0.0,742.8435,122.02217,0.361621,6.0,8486.906,1.139992,283.3215,22.107843,87.8937,69.661,0.405407,-0.20036,-0.020431,0.084098,1.148375,1.15145,18.233,248.972,2629.768,0.5717752,0.00591583,1515.031,46.8706
77.04,v3_climb,0.0,743.0986,122.01816,0.36161,6.0,8486.138,1.139964,283.3199,22.107725,87.8937,69.6567,0.405409,-0.20016,-0.02041,0.084118,1.148375,1.151452,18.237,248.971,2629.595,0.5718935,0.00591583,1515.031,46.8711
77.06,v3_climb,0.0,743.3537,122.01416,0.3616,6.0,8485.369,1.139936,283.3182,22.107607,87.8937,69.6524,0.405411,-0.19996,-0.02039,0.084138,1.148375,1.151453,18.241,248.969,2629.423,0.5720118,0.00591583,1515.031,46.8716
