time_s,mode,downrange_m,altitude_m,velocity_m_s,mach,flight_path_angle_deg,dynamic_pressure_pa,air_density_kg_m3,static_temperature_k,mass_kg,thrust_n,drag_n,thrust_to_weight,along_path_accel_m_s2,along_path_accel_g,load_n_roll_axial_g,load_n_yaw_normal_g,load_n_total_g,axial_force_n,normal_force_n,turn_radius_m,fuel_burned_kg,fuel_flow_kg_s,specific_impulse_s,stall_speed_m_s
129.06,v3_dive,2676.0637,494.1461,149.09585,0.440601,-14.0,12981.319,1.167932,284.9381,21.866031,87.2391,93.7619,0.406837,2.07413,0.211503,-0.030419,0.970296,0.970772,-6.523,208.063,0.0,0.8135873,0.0061066,1456.77,46.0527
129.08,v3_dive,2678.9579,493.4245,149.13733,0.44072,-14.0,12989.453,1.168014,284.9427,21.865909,87.2391,93.8114,0.406839,2.07187,0.211272,-0.03065,0.970296,0.97078,-6.572,208.062,0.0,0.8137094,0.0061066,1456.77,46.0509
129.1,v3_dive,2681.8528,492.7027,149.17877,0.440839,-14.0,12997.583,1.168096,284.9474,21.865787,87.2391,93.8608,0.406842,2.06961,0.211041,-0.03088,0.970296,0.970787,-6.622,208.061,0.0,0.8138316,0.0061066,1456.77,46.0492
129.12,v3_dive,2684.7486,491.9807,149.22016,0.440957,-14.0,13005.709,1.168178,284.9521,21.865665,87.2391,93.9102,0.406844,2.06735,0.210811,-0.031111,0.970296,0.970794,-6.671,208.059,0.0,0.8139537,0.0061066,1456.77,46.0474
129.14,v3_dive,2687.6452,491.2585,149.2615,0.441076,-14.0,13013.829,1.16826,284.9568,21.865543,87.2391,93.9596,0.406846,2.06509,0.210581,-0.031341,0.970296,0.970802,-6.72,208.058,0.0,0.8140758,0.0061066,1456.77,46.0457
129.16,v3_dive,2690.5425,490.5361,149.30281,0.441194,-14.0,13021.946,1.168342,284.9615,21.865421,87.2391,94.0089,0.406848,2.06283,0.21035,-0.031572,0.970296,0.970809,-6.77,208.057,0.0,0.814198,0.0061066,1456.77,46.044
129.18,v3_dive,2693.4407,489.8135,149.34406,0.441313,-14.0,13030.057,1.168424,284.9662,21.865298,87.2391,94.0582,0.406851,2.06057,0.21012,-0.031802,0.970296,0.970817,-6.819,208.056,0.0,0.8143201,0.0061066,1456.77,46.0422
129.2,v3_dive,2696.3396,489.0907,149.38527,0.441431,-14.0,13038.164,1.168506,284.9709,21.865176,87.2391,94.1075,0.406853,2.05832,0.20989,-0.032032,0.970296,0.970824,-6.868,208.055,0.0,0.8144422,0.0061066,1456.77,46.0405
129.22,v3_dive,2699.2394,488.3677,149.42644,0.441549,-14.0,13046.267,1.168588,284.9756,21.865054,91.1994,94.1568,0.425325,2.23719,0.22813,-0.013792,0.970296,0.970394,-2.957,208.054,0.0,0.8145644,0.0061066,1459.206,46.0387
129.24,v3_dive,2702.14,487.6445,149.47119,0.441677,-14.0,13054.998,1.16867,284.9803,21.864927,91.1994,94.2099,0.425327,2.23476,0.227882,-0.01404,0.970296,0.970397,-3.01,208.052,0.0,0.8146918,0.00637316,1459.206,46.037
129.26,v3_dive,2705.0415,486.9211,149.51588,0.441806,-14.0,13063.723,1.168752,284.985,21.864799,91.1994,94.2629,0.42533,2.23233,0.227635,-0.014287,0.970296,0.970401,-3.063,208.051,0.0,0.8148193,0.00637316,1459.206,46.0352
129.28,v3_dive,2707.9439,486.1975,149.56053,0.441934,-14.0,13072.445,1.168834,284.9897,21.864672,91.1994,94.316,0.425332,2.22991,0.227387,-0.014535,0.970296,0.970405,-3.117,208.05,0.0,0.8149467,0.00637316,1459.206,46.0335
129.3,v3_dive,2710.8471,485.4736,149.60513,0.442062,-14.0,13081.161,1.168916,284.9944,21.864544,91.1994,94.369,0.425335,2.22748,0.22714,-0.014782,0.970296,0.970408,-3.17,208.049,0.0,0.8150742,0.00637316,1459.206,46.0317
129.32,v3_dive,2713.7512,484.7495,149.64967,0.44219,-14.0,13089.873,1.168998,284.9991,21.864417,91.1994,94.422,0.425337,2.22506,0.226893,-0.015029,0.970296,0.970412,-3.223,208.048,0.0,0.8152017,0.00637316,1459.206,46.03
129.34,v3_dive,2716.6561,484.0253,149.69418,0.442318,-14.0,13098.58,1.16908,285.0038,21.864289,91.1994,94.4749,0.42534,2.22263,0.226645,-0.015276,0.970296,0.970416,-3.276,208.046,0.0,0.8153291,0.00637316,1459.206,46.0282
129.36,v3_dive,2719.5619,483.3008,149.73863,0.442446,-14.0,13107.282,1.169163,285.0085,21.864162,91.1994,94.5279,0.425342,2.22021,0.226399,-0.015523,0.970296,0.97042,-3.328,208.045,0.0,0.8154566,0.00637316,1459.206,46.0265
129.38,v3_dive,2722.4686,482.576,149.78303,0.442573,-14.0,13115.98,1.169245,285.0133,21.864034,91.1994,94.5808,0.425345,2.21779,0.226152,-0.01577,0.970296,0.970424,-3.381,208.044,0.0,0.8155841,0.00637316,1459.206,46.0247
129.4,v3_dive,2725.3762,481.8511,149.82739,0.442701,-14.0,13124.673,1.169327,285.018,21.863907,91.1994,94.6337,0.425347,2.21537,0.225905,-0.016017,0.970296,0.970428,-3.434,208.043,0.0,0.8157115,0.00637316,1459.206,46.023
129.42,v3_dive,2728.2846,481.126,149.8717,0.442828,-14.0,13133.361,1.16941,285.0227,21.86378,91.1994,94.6865,0.42535,2.21295,0.225658,-0.016263,0.970296,0.970432,-3.487,208.042,0.0,0.815839,0.00637316,1459.206,46.0212
129.44,v3_dive,2731.1938,480.4006,149.91595,0.442955,-14.0,13142.044,1.169492,285.0274,21.863652,91.1994,94.7393,0.425352,2.21054,0.225412,-0.01651,0.970296,0.970436,-3.54,208.04,0.0,0.8159664,0.00637316,1459.206,46.0195
129.46,v3_dive,2734.1039,479.675,149.96017,0.443082,-14.0,13150.722,1.169574,285.0321,21.863525,91.1994,94.7921,0.425355,2.20812,0.225166,-0.016756,0.970296,0.97044,-3.593,208.039,0.0,0.8160939,0.00637316,1459.206,46.0177
129.48,v3_dive,2737.0149,478.9492,150.00433,0.443209,-14.0,13159.396,1.169657,285.0368,21.863397,91.1994,94.8449,0.425357,2.20571,0.224919,-0.017002,0.970296,0.970445,-3.645,208.038,0.0,0.8162214,0.00637316,1459.206,46.0159
129.5,v3_dive,2739.9267,478.2232,150.04844,0.443335,-14.0,13168.065,1.169739,285.0415,21.86327,91.1994,94.8976,0.42536,2.20329,0.224673,-0.017248,0.970296,0.970449,-3.698,208.037,0.0,0.8163488,0.00637316,1459.206,46.0142
129.52,v3_dive,2742.8394,477.497,150.09251,0.443462,-14.0,13176.729,1.169821,285.0463,21.863142,91.1994,94.9503,0.425362,2.20088,0.224427,-0.017494,0.970296,0.970453,-3.751,208.035,0.0,0.8164763,0.00637316,1459.206,46.0124
129.54,v3_dive,2745.7529,476.7706,150.13653,0.443588,-14.0,13185.388,1.169904,285.051,21.863015,91.1994,95.003,0.425365,2.19847,0.224182,-0.01774,0.970296,0.970458,-3.804,208.034,0.0,0.8166038,0.00637316,1459.206,46.0107
129.56,v3_dive,2748.6673,476.044,150.1805,0.443715,-14.0,13194.043,1.169986,285.0557,21.862887,91.1994,95.0556,0.425367,2.19606,0.223936,-0.017986,0.970296,0.970462,-3.856,208.033,0.0,0.8167312,0.00637316,1459.206,46.0089
129.58,v3_dive,2751.5826,475.3171,150.22442,0.443841,-14.0,13202.692,1.170069,285.0604,21.86276,91.1994,95.1083,0.42537,2.19365,0.22369,-0.018231,0.970296,0.970467,-3.909,208.032,0.0,0.8168587,0.00637316,1459.206,46.0072
129.6,v3_dive,2754.4987,474.59,150.26829,0.443967,-14.0,13211.337,1.170151,285.0652,21.862632,91.1994,95.1609,0.425372,2.19125,0.223445,-0.018477,0.970296,0.970472,-3.961,208.031,0.0,0.8169862,0.00637316,1459.206,46.0054
129.62,v3_dive,2757.4156,473.8628,150.31211,0.444092,-14.0,13219.977,1.170234,285.0699,21.862505,91.1994,95.2134,0.425375,2.18884,0.2232,-0.018722,0.970296,0.970476,-4.014,208.029,0.0,0.8171136,0.00637316,1459.206,46.0037
129.64,v3_dive,2760.3334,473.1353,150.35589,0.444218,-14.0,13228.613,1.170317,285.0746,21.862377,91.1994,95.266,0.425377,2.18644,0.222955,-0.018967,0.970296,0.970481,-4.067,208.028,0.0,0.8172411,0.00637316,1459.206,46.0019
129.66,v3_dive,2763.252,472.4076,150.39962,0.444344,-14.0,13237.243,1.170399,285.0794,21.86225,91.1994,95.3185,0.42538,2.18404,0.22271,-0.019212,0.970296,0.970486,-4.119,208.027,0.0,0.8173685,0.00637316,1459.206,46.0001
129.68,v3_dive,2766.1715,471.6797,150.4433,0.444469,-14.0,13245.869,1.170482,285.0841,21.862122,91.1994,95.3709,0.425382,2.18163,0.222465,-0.019457,0.970296,0.970491,-4.171,208.026,0.0,0.817496,0.00637316,1459.206,45.9984
129.7,v3_dive,2769.0919,470.9516,150.48693,0.444594,-14.0,13254.49,1.170565,285.0888,21.861995,91.1994,95.4234,0.425385,2.17923,0.22222,-0.019702,0.970296,0.970496,-4.224,208.025,0.0,0.8176235,0.00637316,1459.206,45.9966
129.72,v3_dive,2772.0131,470.2232,150.53052,0.444719,-14.0,13263.106,1.170647,285.0935,21.861868,91.1994,95.4758,0.425387,2.17683,0.221975,-0.019947,0.970296,0.970501,-4.276,208.023,0.0,0.8177509,0.00637316,1459.206,45.9949
129.74,v3_dive,2774.9351,469.4947,150.57405,0.444844,-14.0,13271.717,1.17073,285.0983,21.86174,91.1994,95.5282,0.425389,2.17444,0.221731,-0.020191,0.970296,0.970506,-4.329,208.022,0.0,0.8178784,0.00637316,1459.206,45.9931
129.76,v3_dive,2777.858,468.7659,150.61754,0.444969,-14.0,13280.324,1.170813,285.103,21.861613,91.1994,95.5806,0.425392,2.17204,0.221487,-0.020435,0.970296,0.970511,-4.381,208.021,0.0,0.8180059,0.00637316,1459.206,45.9913
129.78,v3_dive,2780.7817,468.037,150.66098,0.445094,-14.0,13288.925,1.170896,285.1078,21.861485,91.1994,95.6329,0.425394,2.16965,0.221242,-0.02068,0.970296,0.970516,-4.433,208.02,0.0,0.8181333,0.00637316,1459.206,45.9896
129.8,v3_dive,2783.7062,467.3078,150.70438,0.445218,-14.0,13297.522,1.170979,285.1125,21.861358,91.1994,95.6852,0.425397,2.16725,0.220998,-0.020924,0.970296,0.970521,-4.486,208.018,0.0,0.8182608,0.00637316,1459.206,45.9878
129.82,v3_dive,2786.6316,466.5784,150.74772,0.445342,-14.0,13306.114,1.171062,285.1172,21.86123,91.1994,95.7375,0.425399,2.16486,0.220754,-0.021168,0.970296,0.970527,-4.538,208.017,0.0,0.8183882,0.00637316,1459.206,45.9861
129.84,v3_dive,2789.5579,465.8488,150.79102,0.445467,-14.0,13314.701,1.171144,285.122,21.861103,91.1994,95.7897,0.425402,2.16247,0.22051,-0.021411,0.970296,0.970532,-4.59,208.016,0.0,0.8185157,0.00637316,1459.206,45.9843
129.86,v3_dive,2792.4849,465.119,150.83427,0.445591,-14.0,13323.283,1.171227,285.1267,21.860975,91.1994,95.8419,0.425404,2.16008,0.220267,-0.021655,0.970296,0.970537,-4.643,208.015,0.0,0.8186432,0.00637316,1459.206,45.9825
129.88,v3_dive,2795.4128,464.389,150.87747,0.445715,-14.0,13331.86,1.17131,285.1315,21.860848,91.1994,95.8941,0.425407,2.15769,0.220023,-0.021899,0.970296,0.970543,-4.695,208.014,0.0,0.8187706,0.00637316,1459.206,45.9808
129.9,v3_dive,2798.3416,463.6588,150.92062,0.445838,-14.0,13340.433,1.171393,285.1362,21.86072,91.1994,95.9463,0.425409,2.1553,0.21978,-0.022142,0.970296,0.970548,-4.747,208.012,0.0,0.8188981,0.00637316,1459.206,45.979
129.92,v3_dive,2801.2712,462.9283,150.96373,0.445962,-14.0,13349.0,1.171476,285.141,21.860593,91.1994,95.9984,0.425412,2.15292,0.219536,-0.022385,0.970296,0.970554,-4.799,208.011,0.0,0.8190256,0.00637316,1459.206,45.9772
129.94,v3_dive,2804.2016,462.1977,151.00679,0.446085,-14.0,13357.563,1.171559,285.1457,21.860465,91.1994,96.0505,0.425414,2.15053,0.219293,-0.022629,0.970296,0.97056,-4.851,208.01,0.0,0.819153,0.00637316,1459.206,45.9755
129.96,v3_dive,2807.1329,461.4669,151.0498,0.446209,-14.0,13366.121,1.171642,285.1505,21.860338,91.1994,96.1026,0.425417,2.14815,0.21905,-0.022872,0.970296,0.970565,-4.903,208.009,0.0,0.8192805,0.00637316,1459.206,45.9737
129.98,v3_dive,2810.065,460.7358,151.09276,0.446332,-14.0,13374.674,1.171726,285.1552,21.860211,91.1994,96.1546,0.425419,2.14577,0.218807,-0.023115,0.970296,0.970571,-4.955,208.008,0.0,0.819408,0.00637316,1459.206,45.972
130.0,v3_dive,2812.9979,460.0046,151.13568,0.446455,-14.0,13383.222,1.171809,285.16,21.860083,91.1994,96.2067,0.425422,2.14339,0.218565,-0.023357,0.970296,0.970577,-5.007,208.006,0.0,0.8195354,0.00637316,1459.206,45.9702
130.02,v3_dive,2815.9317,459.2731,151.17855,0.446578,-14.0,13391.766,1.171892,285.1647,21.859956,91.1994,96.2586,0.425424,2.14101,0.218322,-0.0236,0.970296,0.970583,-5.059,208.005,0.0,0.8196629,0.00637316,1459.206,45.9684
130.04,v3_dive,2818.8662,458.5414,151.22137,0.446701,-14.0,13400.304,1.171975,285.1695,21.859828,91.1994,96.3106,0.425427,2.13863,0.218079,-0.023843,0.970296,0.970589,-5.111,208.004,0.0,0.8197903,0.00637316,1459.206,45.9667
130.06,v3_dive,2821.8017,457.8095,151.26414,0.446823,-14.0,13408.837,1.172058,285.1742,21.859701,91.1994,96.3625,0.425429,2.13625,0.217837,-0.024085,0.970296,0.970595,-5.163,208.003,0.0,0.8199178,0.00637316,1459.206,45.9649
130.08,v3_dive,2824.7379,457.0774,151.30686,0.446946,-14.0,13417.366,1.172141,285.179,21.859573,91.1994,96.4144,0.425432,2.13388,0.217595,-0.024327,0.970296,0.970601,-5.215,208.002,0.0,0.8200453,0.00637316,1459.206,45.9631
130.1,v3_dive,2827.675,456.3451,151.34954,0.447068,-14.0,13425.89,1.172225,285.1838,21.859446,91.1994,96.4663,0.425434,2.1315,0.217353,-0.024569,0.970296,0.970607,-5.267,208.0,0.0,0.8201727,0.00637316,1459.206,45.9614
130.12,v3_dive,2830.6129,455.6126,151.39217,0.44719,-14.0,13434.409,1.172308,285.1885,21.859318,91.1994,96.5181,0.425437,2.12913,0.217111,-0.024811,0.970296,0.970613,-5.319,207.999,0.0,0.8203002,0.00637316,1459.206,45.9596
130.14,v3_dive,2833.5516,454.8799,151.43475,0.447312,-14.0,13442.922,1.172391,285.1933,21.859191,91.1994,96.5699,0.425439,2.12676,0.216869,-0.025053,0.970296,0.970619,-5.371,207.998,0.0,0.8204277,0.00637316,1459.206,45.9578
130.16,v3_dive,2836.4912,454.147,151.47729,0.447434,-14.0,13451.432,1.172475,285.198,21.859063,91.1994,96.6217,0.425442,2.12439,0.216627,-0.025295,0.970296,0.970625,-5.422,207.997,0.0,0.8205551,0.00637316,1459.206,45.9561
130.18,v3_dive,2839.4316,453.4139,151.51978,0.447556,-14.0,13459.936,1.172558,285.2028,21.858936,91.1994,96.6735,0.425444,2.12202,0.216386,-0.025536,0.970296,0.970632,-5.474,207.995,0.0,0.8206826,0.00637316,1459.206,45.9543
130.2,v3_dive,2842.3728,452.6806,151.56222,0.447678,-14.0,13468.435,1.172641,285.2076,21.858808,91.1994,96.7252,0.425447,2.11965,0.216144,-0.025778,0.970296,0.970638,-5.526,207.994,0.0,0.8208101,0.00637316,1459.206,45.9525
130.22,v3_dive,2845.3148,451.947,151.60461,0.447799,-14.0,13476.929,1.172725,285.2123,21.858681,91.1994,96.7769,0.425449,2.11728,0.215903,-0.026019,0.970296,0.970645,-5.577,207.993,0.0,0.8209375,0.00637316,1459.206,45.9508
130.24,v3_dive,2848.2576,451.2133,151.64695,0.447921,-14.0,13485.418,1.172808,285.2171,21.858554,91.1994,96.8285,0.425452,2.11492,0.215662,-0.02626,0.970296,0.970651,-5.629,207.992,0.0,0.821065,0.00637316,1459.206,45.949
130.26,v3_dive,2851.2013,450.4794,151.68925,0.448042,-14.0,13493.903,1.172892,285.2219,21.858426,91.1994,96.8802,0.425454,2.11256,0.215421,-0.026501,0.970296,0.970658,-5.681,207.991,0.0,0.8211924,0.00637316,1459.206,45.9472
130.28,v3_dive,2854.1458,449.7452,151.7315,0.448163,-14.0,13502.382,1.172975,285.2267,21.858299,91.1994,96.9318,0.425456,2.11019,0.21518,-0.026742,0.970296,0.970664,-5.732,207.989,0.0,0.8213199,0.00637316,1459.206,45.9454
130.3,v3_dive,2857.0911,449.0109,151.77371,0.448284,-14.0,13510.857,1.173059,285.2314,21.858171,91.1994,96.9834,0.425459,2.10783,0.214939,-0.026983,0.970296,0.970671,-5.784,207.988,0.0,0.8214474,0.00637316,1459.206,45.9437
130.32,v3_dive,2860.0372,448.2763,151.81586,0.448404,-14.0,13519.327,1.173142,285.2362,21.858044,91.1994,97.0349,0.425461,2.10547,0.214698,-0.027223,0.970296,0.970678,-5.835,207.987,0.0,0.8215748,0.00637316,1459.206,45.9419
130.34,v3_dive,2862.9842,447.5416,151.85797,0.448525,-14.0,13527.791,1.173226,285.241,21.857916,91.1994,97.0864,0.425464,2.10311,0.214458,-0.027464,0.970296,0.970684,-5.887,207.986,0.0,0.8217023,0.00637316,1459.206,45.9401
130.36,v3_dive,2865.9319,446.8066,151.90004,0.448646,-14.0,13536.251,1.17331,285.2458,21.857789,91.1994,97.1379,0.425466,2.10076,0.214218,-0.027704,0.970296,0.970691,-5.938,207.985,0.0,0.8218298,0.00637316,1459.206,45.9384
130.38,v3_dive,2868.8805,446.0715,151.94205,0.448766,-14.0,13544.706,1.173393,285.2505,21.857661,91.1994,97.1894,0.425469,2.0984,0.213977,-0.027945,0.970296,0.970698,-5.99,207.983,0.0,0.8219572,0.00637316,1459.206,45.9366
130.4,v3_dive,2871.8299,445.3361,151.98402,0.448886,-14.0,13553.156,1.173477,285.2553,21.857534,91.1994,97.2408,0.425471,2.09605,0.213737,-0.028185,0.970296,0.970705,-6.041,207.982,0.0,0.8220847,0.00637316,1459.206,45.9348
130.42,v3_dive,2874.7801,444.6005,152.02594,0.449006,-14.0,13561.601,1.173561,285.2601,21.857406,91.1994,97.2922,0.425474,2.09369,0.213497,-0.028425,0.970296,0.970712,-6.093,207.981,0.0,0.8222121,0.00637316,1459.206,45.933
130.44,v3_dive,2877.7311,443.8647,152.06781,0.449126,-14.0,13570.041,1.173644,285.2649,21.857279,91.1994,97.3436,0.425476,2.09134,0.213258,-0.028664,0.970296,0.970719,-6.144,207.98,0.0,0.8223396,0.00637316,1459.206,45.9313
130.46,v3_dive,2880.6829,443.1288,152.10964,0.449246,-14.0,13578.476,1.173728,285.2697,21.857151,91.1994,97.3949,0.425479,2.08899,0.213018,-0.028904,0.970296,0.970726,-6.195,207.978,0.0,0.8224671,0.00637316,1459.206,45.9295
130.48,v3_dive,2883.6356,442.3926,152.15142,0.449365,-14.0,13586.906,1.173812,285.2744,21.857024,91.1994,97.4462,0.425481,2.08664,0.212778,-0.029144,0.970296,0.970733,-6.247,207.977,0.0,0.8225945,0.00637316,1459.206,45.9277
130.5,v3_dive,2886.589,441.6562,152.19315,0.449485,-14.0,13595.331,1.173896,285.2792,21.856897,91.1994,97.4975,0.425484,2.08429,0.212539,-0.029383,0.970296,0.970741,-6.298,207.976,0.0,0.822722,0.00637316,1459.206,45.926
130.52,v3_dive,2889.5433,440.9196,152.23484,0.449604,-14.0,13603.752,1.17398,285.284,21.856769,91.1994,97.5487,0.425486,2.08195,0.2123,-0.029622,0.970296,0.970748,-6.349,207.975,0.0,0.8228495,0.00637316,1459.206,45.9242
130.54,v3_dive,2892.4983,440.1829,152.27648,0.449723,-14.0,13612.167,1.174064,285.2888,21.856642,91.1994,97.5999,0.425489,2.0796,0.212061,-0.029861,0.970296,0.970755,-6.4,207.974,0.0,0.8229769,0.00637316,1459.206,45.9224
130.56,v3_dive,2895.4542,439.4459,152.31807,0.449842,-14.0,13620.577,1.174147,285.2936,21.856514,91.1994,97.6511,0.425491,2.07726,0.211822,-0.0301,0.970296,0.970762,-6.452,207.972,0.0,0.8231044,0.00637316,1459.206,45.9206
130.58,v3_dive,2898.4109,438.7087,152.35962,0.449961,-14.0,13628.982,1.174231,285.2984,21.856387,91.1994,97.7023,0.425494,2.07492,0.211583,-0.030339,0.970296,0.97077,-6.503,207.971,0.0,0.8232319,0.00637316,1459.206,45.9189
130.6,v3_dive,2901.3684,437.9713,152.40111,0.45008,-14.0,13637.383,1.174315,285.3032,21.856259,91.1994,97.7534,0.425496,2.07258,0.211344,-0.030578,0.970296,0.970777,-6.554,207.97,0.0,0.8233593,0.00637316,1459.206,45.9171
130.62,v3_dive,2904.3267,437.2337,152.44257,0.450199,-14.0,13645.778,1.174399,285.308,21.856132,91.1994,97.8045,0.425499,2.07024,0.211105,-0.030817,0.970296,0.970785,-6.605,207.969,0.0,0.8234868,0.00637316,1459.206,45.9153
130.64,v3_dive,2907.2857,436.4959,152.48397,0.450317,-14.0,13654.168,1.174483,285.3128,21.856004,91.1994,97.8556,0.425501,2.0679,0.210867,-0.031055,0.970296,0.970793,-6.656,207.968,0.0,0.8236142,0.00637316,1459.206,45.9135
130.66,v3_dive,2910.2456,435.758,152.52533,0.450436,-14.0,13662.554,1.174567,285.3176,21.855877,91.1994,97.9066,0.425504,2.06556,0.210629,-0.031293,0.970296,0.9708,-6.707,207.966,0.0,0.8237417,0.00637316,1459.206,45.9118
130.68,v3_dive,2913.2063,435.0198,152.56664,0.450554,-14.0,13670.934,1.174651,285.3224,21.855749,91.1994,97.9576,0.425506,2.06323,0.21039,-0.031531,0.970296,0.970808,-6.758,207.965,0.0,0.8238692,0.00637316,1459.206,45.91
130.7,v3_dive,2916.1678,434.2814,152.6079,0.450672,-14.0,13679.309,1.174736,285.3272,21.855622,91.1994,98.0086,0.425509,2.06089,0.210152,-0.031769,0.970296,0.970816,-6.809,207.964,0.0,0.8239966,0.00637316,1459.206,45.9082
130.72,v3_dive,2919.1301,433.5428,152.64912,0.45079,-14.0,13687.68,1.17482,285.332,21.855494,91.1994,98.0595,0.425511,2.05856,0.209915,-0.032007,0.970296,0.970823,-6.86,207.963,0.0,0.8241241,0.00637316,1459.206,45.9064
130.74,v3_dive,2922.0932,432.804,152.69029,0.450908,-14.0,13696.045,1.174904,285.3368,21.855367,91.1994,98.1105,0.425514,2.05623,0.209677,-0.032245,0.970296,0.970831,-6.911,207.961,0.0,0.8242516,0.00637316,1459.206,45.9046
130.76,v3_dive,2925.0571,432.065,152.73142,0.451025,-14.0,13704.405,1.174988,285.3416,21.855239,91.1994,98.1613,0.425516,2.0539,0.209439,-0.032483,0.970296,0.970839,-6.962,207.96,0.0,0.824379,0.00637316,1459.206,45.9029
130.78,v3_dive,2928.0218,431.3259,152.7725,0.451143,-14.0,13712.761,1.175072,285.3464,21.855112,91.1994,98.2122,0.425519,2.05157,0.209202,-0.03272,0.970296,0.970847,-7.013,207.959,0.0,0.8245065,0.00637316,1459.206,45.9011
130.8,v3_dive,2930.9873,430.5865,152.81353,0.45126,-14.0,13721.111,1.175156,285.3512,21.854985,91.1994,98.263,0.425521,2.04924,0.208964,-0.032958,0.970296,0.970855,-7.064,207.958,0.0,0.8246339,0.00637316,1459.206,45.8993
130.82,v3_dive,2933.9536,429.8469,152.85451,0.451377,-14.0,13729.457,1.175241,285.356,21.854857,91.1994,98.3138,0.425523,2.04691,0.208727,-0.033195,0.970296,0.970863,-7.114,207.957,0.0,0.8247614,0.00637316,1459.206,45.8975
130.84,v3_dive,2936.9206,429.1071,152.89545,0.451494,-14.0,13737.797,1.175325,285.3608,21.85473,91.1994,98.3646,0.425526,2.04459,0.20849,-0.033432,0.970296,0.970872,-7.165,207.955,0.0,0.8248889,0.00637316,1459.206,45.8957
130.86,v3_dive,2939.8885,428.3672,152.93634,0.451611,-14.0,13746.132,1.175409,285.3656,21.854602,91.1994,98.4153,0.425528,2.04227,0.208253,-0.033669,0.970296,0.97088,-7.216,207.954,0.0,0.8250163,0.00637316,1459.206,45.894
130.88,v3_dive,2942.8572,427.627,152.97719,0.451728,-14.0,13754.463,1.175494,285.3704,21.854475,91.1994,98.466,0.425531,2.03994,0.208016,-0.033905,0.970296,0.970888,-7.267,207.953,0.0,0.8251438,0.00637316,1459.206,45.8922
130.9,v3_dive,2945.8266,426.8866,153.01799,0.451845,-14.0,13762.788,1.175578,285.3752,21.854347,91.1994,98.5167,0.425533,2.03762,0.20778,-0.034142,0.970296,0.970896,-7.317,207.952,0.0,0.8252713,0.00637316,1459.206,45.8904
130.92,v3_dive,2948.7969,426.1461,153.05874,0.451961,-14.0,13771.108,1.175662,285.3801,21.85422,91.1994,98.5674,0.425536,2.0353,0.207543,-0.034379,0.970296,0.970905,-7.368,207.951,0.0,0.8253987,0.00637316,1459.206,45.8886
130.94,v3_dive,2951.7679,425.4053,153.09945,0.452078,-14.0,13779.423,1.175747,285.3849,21.854092,91.1994,98.618,0.425538,2.03299,0.207307,-0.034615,0.970296,0.970913,-7.419,207.949,0.0,0.8255262,0.00637316,1459.206,45.8868
130.96,v3_dive,2954.7397,424.6643,153.1401,0.452194,-14.0,13787.734,1.175831,285.3897,21.853965,91.1994,98.6686,0.425541,2.03067,0.207071,-0.034851,0.970296,0.970921,-7.469,207.948,0.0,0.8256537,0.00637316,1459.206,45.8851
130.98,v3_dive,2957.7123,423.9232,153.18072,0.45231,-14.0,13796.039,1.175916,285.3945,21.853837,91.1994,98.7191,0.425543,2.02835,0.206835,-0.035087,0.970296,0.97093,-7.52,207.947,0.0,0.8257811,0.00637316,1459.206,45.8833
131.0,v3_dive,2960.6857,423.1818,153.22129,0.452426,-14.0,13804.339,1.176,285.3993,21.85371,91.1994,98.7696,0.425546,2.02604,0.206599,-0.035323,0.970296,0.970938,-7.57,207.946,0.0,0.8259086,0.00637316,1459.206,45.8815
131.02,v3_dive,2963.6599,422.4403,153.26181,0.452542,-14.0,13812.634,1.176085,285.4041,21.853582,91.1994,98.8201,0.425548,2.02373,0.206363,-0.035559,0.970296,0.970947,-7.621,207.944,0.0,0.826036,0.00637316,1459.206,45.8797
131.04,v3_dive,2966.6349,421.6985,153.30228,0.452658,-14.0,13820.924,1.176169,285.409,21.853455,91.1994,98.8706,0.425551,2.02142,0.206127,-0.035795,0.970296,0.970956,-7.671,207.943,0.0,0.8261635,0.00637316,1459.206,45.8779
131.06,v3_dive,2969.6107,420.9566,153.34271,0.452773,-14.0,13829.209,1.176254,285.4138,21.853328,91.1994,98.921,0.425553,2.01911,0.205892,-0.03603,0.970296,0.970964,-7.722,207.942,0.0,0.826291,0.00637316,1459.206,45.8761
131.08,v3_dive,2972.5872,420.2145,153.38309,0.452889,-14.0,13837.489,1.176339,285.4186,21.8532,91.1994,98.9714,0.425556,2.0168,0.205656,-0.036266,0.970296,0.970973,-7.772,207.941,0.0,0.8264184,0.00637316,1459.206,45.8744
131.1,v3_dive,2975.5645,419.4721,153.42343,0.453004,-14.0,13845.764,1.176423,285.4234,21.853073,91.1994,99.0218,0.425558,2.01449,0.205421,-0.036501,0.970296,0.970982,-7.822,207.94,0.0,0.8265459,0.00637316,1459.206,45.8726
131.12,v3_dive,2978.5426,418.7296,153.46372,0.453119,-14.0,13854.034,1.176508,285.4283,21.852945,91.1994,99.0721,0.425561,2.01219,0.205186,-0.036736,0.970296,0.970991,-7.873,207.938,0.0,0.8266734,0.00637316,1459.206,45.8708
